"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
177555																																																																																						3107	227	227	7.7561%	16.0006%	14.8316%	2880	19418	37132	-402	0			8.0006%			0				2210	37132								0	0	0		0		670	14.8316%	1	0	2478	0	0	0	-402	0	0	0		0	2880	0	0	2880	0	0	0	0	0	0	0	0	0	227	0	0	0			
177751																																																																																						207519	13073	13073	13.4984%	17.6774%	16.5638%	194446	1173920	1440510	-4351	0			9.6774%			0				185176	1440646								0	0	0		0		9407	16.5638%	1	0	190232	136	0	0	-4597	0	247	0		0	194446	0	0	194446	0	0	0	0	0	0	0	0	0	13073	0	136	0			
177920																																																																																						211880	20054	20054	10.6976%	13.2396%	11.9865%	191826	1600351	1793163	-20073	4072			5.2396%			0				144743	1839202								0	0	0		0		89050	11.9865%	1	0	213720	36356	5611	0	-20073	0	0	0		0	191826	0	0	191826	0	0	0	0	0	0	0	0	0	20054	0	41967	0			
178150																																																																																				270908	0				9.9429%			28145		283066	-10147	0						0	0	0	0	24274	283066	0	0.0000%	17711	0	2454	20165	7.4435%	0	0	0	0	1		3871		1	0	17998	0	0	0	-10147	0	0	0		0	28145	0	0	28145	0	0	0	0	0	0						0	0	383		
178244																																																																																				172430	0				13.9646%			22661		162275	-2413	0						0	0	0	0	21174	162275	0	0.0000%	1564	0	0	1564	0.9070%	0	0	0	0	1		1487		1	0	20248	0	0	0	-2413	0	0	0		0	22661	0	0	22661	0	0	0	0	0	0						0	0	12514		
178356																																																																																				150328	0				11.1724%			16211		145099	-4397	0						0	0	0	0	10211	145099	0	0.0000%	8612	0	0	8612	5.7288%	0	0	0	0	1		6000		1	0	11814	0	0	0	-1260	0	0	-3137		0	16211	0	0	16211	0	0	0	0	0	0						0	0	0		
178851																																																																																				578052	0				10.4054%			63419		609484	-21470	0						0	0	0	0	58859	610187	0	0.0000%	67442	0	1517	68959	11.9295%	0	0	0	0	1		5263		1	0	42652	0	703	0	-21470	0	0	0		0	63419	0	0	63419	0	0	0	0	0	0						703	0	0		
179148																																																																																				270479	0				11.5262%			30824		267425	-1762	0						0	0	0	0	27824	267425	0	0.0000%	1725	0	2422	4147	1.5332%	0	0	0	0	1		3000		1	0	29062	0	0	0	-1762	0	0	0		0	30824	0	0	30824	0	0	0	0	0	0						0	0	20576		
179335																																																																																				198479	0				15.2167%			30488		200359	-11453	0						0	0	0	0	5468	200359	0	0.0000%	12269	0	567	12836	6.4672%	0	0	0	0	1		25020		1	0	19035	0	0	0	-11453	0	0	0		0	30488	0	0	30488	0	0	0	0	0	0						0	0	0		
179700																																																																																						85236	6656	6656	10.2650%	16.0322%	14.7802%	78580	531656	765517	-19382	-4			8.0322%			0				78570	765513								0	0	0		0		10	14.7802%	1	0	59198	0	0	0	-19378	0	-4	0		0	78580	0	0	78580	0	0	0	0	0	0	0	0	0	6656	0	0	0			
180144																																																																																						14251	847	847	9.6770%	15.5164%	14.5942%	13404	91845	138514	-4760	0			7.5164%			0				6203	138538								0	0	0		0		7225	14.5942%	1	0	8668	0	24	0	-4760	0	0	0		0	13404	0	0	13404	0	0	0	0	0	0	0	0	0	847	0	24	0			
180845																																																																																				167284	0				13.3219%			22066		165637	-6196	0						0	0	0	0	9536	169978	0	0.0000%	12170	0	41	12211	7.2996%	0	0	0	0	1		16871		1	0	20211	4341	0	0	-6196	0	0	0		0	22066	0	0	22066	0	0	0	0	0	0						4341	0	0		
181963																																																																																						32234	1419	1419	12.6512%	28.4278%	27.1764%	30815	113389	243574	-5221	0			20.4278%			0				29187	243574								0	0	0		0		1628	27.1764%	1	0	25594	0	0	0	-5221	0	0	0		0	30815	0	0	30815	0	0	0	0	0	0	0	0	0	1419	0	0	0			
182951																																																																																						74653	6645	6645	9.5733%	14.0441%	12.7940%	68008	531560	710394	-5475	0			6.0441%			0				57301	710394								0	0	0		0		10707	12.7940%	1	0	62533	0	0	0	-5475	0	0	0		0	68008	0	0	68008	0	0	0	0	0	0	0	0	0	6645	0	0	0			
183668																																																																																						119749	9483	9483	10.8521%	15.7893%	14.5390%	110266	758417	1016077	-7045	0			7.7893%			0				81947	1016952								0	0	0		0		29194	14.5390%	1	0	104096	0	875	0	-7045	0	0	0		0	110266	0	0	110266	0	0	0	0	0	0	0	0	0	9483	0	875	0			
183770																																																																																						107154	6264	6264	12.2549%	17.4621%	16.4413%	100890	613637	823265	-4260	0			9.4621%			0				100890	823265								0	0	0		0		0	16.4413%	1	0	96630	0	0	0	-5030	809	-39	0		0	100890	0	0	100890	0	0	0	0	0	0	0	0	0	6264	0	0	0			
183958																																																																																				300266	0				14.1539%			42697		301662	-5621	0						0	0	0	0	40647	301662	0	0.0000%	33706	0	289	33995	11.3216%	0	0	0	0	1		2050		1	0	37076	0	0	0	-5621	0	0	0		0	42697	0	0	42697	0	0	0	0	0	0						0	0	0		
184656																																																																																						27923	632	632	12.4468%	31.6918%	30.9745%	27291	88108	219261	-19807	0			23.6918%			0				26891	219261								0	0	0		0		400	30.9745%	1	0	7484	0	0	0	-19807	0	0	0		0	27291	0	0	27291	0	0	0	0	0	0	0	0	0	632	0	0	0			
184759																																																																																				58964	0				14.0139%			8249		58863	-217	0						0	0	0	0	6949	58863	0	0.0000%	1818	0	54	1872	3.1748%	0	0	0	0	1		1300		1	0	8032	0	0	0	-217	0	0	0		0	8249	0	0	8249	0	0	0	0	0	0						0	0	0		
185251																																																																																						2313	135	135	10.0285%	21.4983%	20.2435%	2178	10759	21718	-258	0			13.4983%			0				1128	21718								0	0	0		0		1050	20.2435%	1	0	1920	0	0	0	-258	0	0	0		0	2178	0	0	2178	0	0	0	0	0	0	0	0	0	135	0	0	0			
185448																																																																																				128272	0				22.2121%			28489		128259	-2475	0						0	0	0	0	26289	128259	0	0.0000%	463	0	200	663	0.5169%	0	0	0	0	1		2200		1	0	26014	0	0	0	-2475	0	0	0		0	28489	0	0	28489	0	0	0	0	0	0						0	0	0		
185859																																																																																				902043	0				15.4182%			139743		906351	-4477	0						0	0	0	0	71292	913032	0	0.0000%	155025	0	3294	158319	17.5512%	0	0	0	0	1		75132		1	0	141947	5275	1406	0	-4477	0	0	0		0	139743	0	0	139743	0	0	0	0	0	0						6681	0	0		
186221																																																																																						160710	11631	11631	10.0595%	13.9807%	12.9689%	149079	1149515	1481967	-17011	0			5.9807%			0				122067	1484334								0	0	0		0		29379	12.9689%	1	0	134435	1650	143	574	-17011	0	0	0		0	149079	0	0	149079	0	0	0	0	0	0	0	0	0	11631	0	2367	0			
186717																																																																																				921940	0				13.6653%			130653		956094	-12466	0						0	0	0	0	128651	956094	0	0.0000%	110335	0	19031	129366	14.0319%	0	0	0	0	1		2002		1	0	118187	0	0	0	-12100	0	-366	0		0	130653	0	0	130653	0	0	0	0	0	0						0	0	4673		
186744																																																																																						226099	18869	18869	11.1967%	13.6408%	12.5024%	207230	1657521	1850806	-29442	0			5.6408%			0				170689	1850806								0	0	0		0		36541	12.5024%	1	0	177788	0	0	0	-29442	0	0	0		0	207230	0	0	207230	0	0	0	0	0	0	0	0	0	18869	0	0	0			
187648																																																																																						6582	161	161	24.1855%	54.2085%	52.8826%	6421	12142	26549	-346	0			46.2085%			1				760	26993								0	0	0		0		6055	52.4708%	1	0	6469	0	0	444	-346	0	0	0		0	6371	0	0	6371	50	0	0	50	0	50	0	0	0	161	0	444	0			
187947																																																																																						215767	21867	21867	8.8672%	11.4597%	10.2984%	193900	1882825	2186719	-35536	0			3.4597%			1				147195	2186719								0	0	0		0		46705	10.2984%	1	0	158364	0	0	0	-35536	0	0	0		0	193900	0	0	193900	0	0	0	0	0	0	0	0	0	21867	0	0	0			
188056																																																																																						48211	2314	2314	9.9840%	26.0850%	24.8329%	45897	184823	459706	222	0			18.0850%			0				11897	459706								0	0	0		0		34000	24.8329%	1	0	46119	0	0	0	222	0	0	0		0	45897	0	0	45897	0	0	0	0	0	0	0	0	0	2314	0	0	0			
188177																																																																																				167941	0				26.4752%			44140		166722	-73	0						0	0	0	0	44140	166722	0	0.0000%	1460	0	0	1460	0.8694%	0	0	0	0	1		0		1	0	44067	0	0	0	-73	0	0	0		0	44140	0	0	44140	0	0	0	0	0	0						0	0	0		
188430																																																																																						65958	5155	5155	10.4411%	16.0305%	14.7776%	60803	411453	582341	-1140	0			8.0305%			0				-95260	582729								0	0	0		0		156451	14.7776%	1	0	60051	0	3	385	-1140	0	0	0		0	60803	0	0	60803	0	0	0	0	0	0	0	0	0	5155	0	388	0			
188449																																																																																				332025	0				10.4013%			34647		333103	-11506	0						0	0	0	0	29897	333103	0	0.0000%	24798	0	0	24798	7.4687%	0	0	0	0	1		4750		1	0	23141	0	0	0	-11506	0	0	0		0	34647	0	0	34647	0	0	0	0	0	0						0	0	4051		
188720																																																																																						44985	1391	1391	12.4769%	19.0558%	18.4666%	43594	236070	349397	-9583	0			11.0558%			0				40427	349397								0	0	0		0		3167	18.4666%	1	0	34011	0	0	0	-8953	0	-630	0		0	43594	0	0	43594	0	0	0	0	0	0	0	0	0	1391	0	0	0			
188739																																																																																				75166	0				10.4146%			7628		73243	-3	0						0	0	0	0	2628	73243	0	0.0000%	4692	0	15	4707	6.2621%	0	0	0	0	1		5000		1	0	7625	0	0	0	-3	0	0	0		0	7628	0	0	7628	0	0	0	0	0	0						0	0	0		
188917																																																																																				194498	0				10.0159%			19449		194182	-3456	0						0	0	0	0	19185	194182	0	0.0000%	5488	0	68	5556	2.8566%	0	0	0	0	1		264		1	0	15993	0	0	0	-3456	0	0	0		0	19449	0	0	19449	0	0	0	0	0	0						0	0	15648		
189129																																																																																						125774	8119	8119	9.6782%	16.2669%	15.2169%	117655	773188	1215666	-8420	0			8.2669%			0				106674	1220394								0	0	0		0		15709	15.2169%	1	0	113963	4728	0	0	-7349	0	0	-1071		0	117655	0	0	117655	0	0	0	0	0	0	0	0	0	8119	0	4728	0			
189950																																																																																						19730	949	949	13.8735%	24.0707%	22.9129%	18781	81967	135373	-827	0			16.0707%			0				8555	135647								0	0	0		0		10500	22.9129%	1	0	18228	274	0	0	-827	0	0	0		0	18781	0	0	18781	0	0	0	0	0	0	0	0	0	949	0	274	0			
190563																																																																																				337524	0				9.4872%			30767		324299	-998	0						0	0	0	0	11274	327798	0	0.0000%	30610	0	85	30695	9.0942%	0	0	0	0	1		22992		1	0	33268	3201	298	0	-998	0	0	0		0	30767	0	0	30767	0	0	0	0	0	0						3499	0	0		
190648																																																																																				272900	0				8.9730%			24425		272207	-3809	0						0	0	0	0	19608	272383	0	0.0000%	36901	0	3546	40447	14.8212%	0	0	0	0	1		4993		1	0	20792	176	0	0	-3809	0	0	0		0	24425	0	0	24425	0	0	0	0	0	0						176	0	0		
190947																																																																																						14264	802	802	10.8544%	22.2638%	21.0120%	13462	64068	124023	4	0			14.2638%			0				11623	124023								0	0	0		0		1839	21.0120%	1	0	13466	0	0	0	4	0	0	0		0	13462	0	0	13462	0	0	0	0	0	0	0	0	0	802	0	0	0			
190956																																																																																				183025	0				15.4110%			29048		188489	-5423	0						0	0	0	0	15122	188623	0	0.0000%	0	0	510	510	0.2787%	0	0	0	0	1		14060		1	0	23759	0	134	0	-5423	0	0	0		0	29048	0	0	29048	0	0	0	0	0	0						134	0	25464		
191355																																																																																						48508	3215	3215	10.8530%	18.9190%	17.6651%	45293	256398	417330	-9970	0			10.9190%			0				36929	417330								0	0	0		0		8364	17.6651%	1	0	35323	0	0	0	-9970	0	0	0		0	45293	0	0	45293	0	0	0	0	0	0	0	0	0	3215	0	0	0			
191935																																																																																						137751	9563	9563	10.9279%	17.9998%	16.7502%	128188	765291	1173034	-23521	0			9.9998%			0				75687	1173034								0	0	0		0		52501	16.7502%	1	0	104667	0	0	0	-23521	0	0	0		0	128188	0	0	128188	0	0	0	0	0	0	0	0	0	9563	0	0	0			
192147																																																																																				532753	0				11.7441%			62648		533442	-8460	0						0	0	0	0	60625	533919	0	0.0000%	8713	0	321	9034	1.6957%	0	0	0	0	1		2500		1	0	54665	477	0	0	-8460	0	0	0		0	62648	0	0	62648	0	0	0	0	0	0						477	0	36127		
192558																																																																																						51680	4503	4503	8.2320%	14.3640%	13.1124%	47177	359788	573091	-10996	0			6.3640%			0				41177	573091								0	0	0		0		6000	13.1124%	1	0	36181	0	0	0	-10996	0	0	0		0	47177	0	0	47177	0	0	0	0	0	0	0	0	0	4503	0	0	0			
192651																																																																																						7043	524	524	10.7510%	15.9945%	14.8045%	6519	44034	60636	-1098	0			7.9945%			0				1408	61475								0	0	0		0		5950	14.8045%	1	0	6260	839	0	0	-1098	0	0	0		0	6519	0	0	6519	0	0	0	0	0	0	0	0	0	524	0	839	0			
192857																																																																																						72801	5221	5221	13.0311%	16.4942%	15.3113%	67580	441374	518606	-6481	0			8.4942%			0				40268	532580								0	0	0		0		41286	15.3113%	1	0	75073	7043	6931	0	-6481	0	0	0		0	67580	0	0	67580	0	0	0	0	0	0	0	0	0	5221	0	13974	0			
193162																																																																																						17281	1199	1199	11.1346%	18.1021%	16.8461%	16082	95464	144433	0	0			10.1021%			0				6745	144489								0	0	0		0		9393	16.8461%	1	0	16138	0	56	0	0	0	0	0		0	16082	0	0	16082	0	0	0	0	0	0	0	0	0	1199	0	56	0			
193537																																																																																						28409	1400	1400	16.9185%	25.4158%	24.1633%	27009	111777	159642	-5009	0			17.4158%			0				17009	159642								0	0	0		0		10000	24.1633%	1	0	22000	0	0	0	-5009	0	0	0		0	27009	0	0	27009	0	0	0	0	0	0	0	0	0	1400	0	0	0			
193649																																																																																				323389	0				14.9467%			50882		340422	-4736	0						0	0	0	0	44982	340422	0	0.0000%	56932	0	261	57193	17.6855%	0	0	0	0	1		5900		1	0	46146	0	0	0	-4736	0	0	0		0	50882	0	0	50882	0	0	0	0	0	0						0	0	0		
193809																																																																																						282179	12173	12173	10.9154%	14.1931%	13.5808%	270006	1988149	2473615	-8533	0			6.1931%			0				268903	2473615								0	0	0		0		0	13.5808%	1	0	260370	0	0	0	-9586	1289	-1339	0		0	270006	0	0	270006	0	0	0	0	0	0	0	0	0	12173	0	0	0			
194440																																																																																						26908	2171	2171	7.8412%	12.5327%	11.5216%	24737	214702	315473	-2286	0			4.5327%			0				20050	315473								0	0	0		0		4687	11.5216%	1	0	22451	0	0	0	-2286	0	0	0		0	24737	0	0	24737	0	0	0	0	0	0	0	0	0	2171	0	0	0			
194570																																																																																				181214	0				10.7811%			19197		178061	-824	0						0	0	0	0	10497	178354	0	0.0000%	27021	0	0	27021	14.9111%	0	0	0	0	1		8993		1	0	18666	0	0	293	-824	0	0	0		0	19197	0	0	19197	0	0	0	0	0	0						293	0	0		
194936																																																																																				209643	0				19.3974%			40204		207265	-603	0						0	0	0	0	30179	207265	0	0.0000%	22194	0	150	22344	10.6581%	0	0	0	0	1		10025		1	0	39601	0	0	0	-603	0	0	0		0	40204	0	0	40204	0	0	0	0	0	0						0	0	0		
195111																																																																																						135450	8782	8782	10.0746%	12.6263%	11.8077%	126668	1072762	1257301	-12935	-3146			4.6263%			0				77833	1258530								0	0	0		0		53210	11.8077%	1	0	118108	2234	167	1974	-10480	-2455	0	0		0	126668	0	0	126668	0	0	0	0	0	0	0	0	0	8782	0	4375	0			
195157																																																																																				54993	0				11.8327%			6359		53741	-30	0						1	0	0	0	1479	54626	0	0.0000%	4569	0	341	4910	8.9284%	0	0	0	0	1		5765		1	0	7214	0	885	0	-30	0	0	0		0	6359	0	0	6359	0	0	0	0	0	0						885	0	0		
195456																																																																																						10315	804	804	9.3719%	16.0412%	14.7909%	9511	64303	101484	-40	0			8.0412%			0				4911	101484								0	0	0		0		4600	14.7909%	1	0	9471	0	0	0	-40	0	0	0		0	9511	0	0	9511	0	0	0	0	0	0	0	0	0	804	0	0	0			
196752																																																																																				173110	0				11.5425%			19751		171116	0	0						0	0	0	0	11083	171116	0	0.0000%	20059	0	0	20059	11.5874%	0	0	0	0	1		8668		1	0	19751	0	0	0	0	0	0	0		0	19751	0	0	19751	0	0	0	0	0	0						0	0	0		
196800																																																																																				1308520	0				11.1739%			145008		1297735	-12792	0						0	0	0	0	2065	1297795	0	0.0000%	77375	0	760	78135	5.9712%	0	0	0	0	1		143003		1	0	132276	0	60	0	-11442	0	-1350	0		0	145008	0	0	145008	0	0	0	0	0	0						60	0	59470		
197142																																																																																				438987	0				14.5718%			63238		433976	-16311	0						0	0	0	0	38938	433976	0	0.0000%	17742	0	100	17842	4.0644%	0	0	0	0	1		24300		1	0	46927	0	0	0	-16311	0	0	0		0	63238	0	0	63238	0	0	0	0	0	0						0	0	0		
197254																																																																																				78640	0				10.2809%			6547		63681	0	0						0	0	0	0	2908	64664	0	0.0000%	6751	0	0	6751	8.5847%	0	0	0	0	1		4622		1	0	7530	983	0	0	0	0	0	0		0	6547	0	0	6547	0	0	0	0	0	0						983	0	0		
197302																																																																																				629631	0				11.1511%			71082		637444	-8390	0						0	0	0	0	71082	637444	0	0.0000%	52501	0	380	52881	8.3987%	0	0	0	0	1		0		1	0	62692	0	0	0	-7071	0	-1319	0		0	71082	0	0	71082	0	0	0	0	0	0						0	0	15936		
197478			8053389	685393	685393	9.8061%	14.6924%	13.4420%	7367996	54813163	75136672	-585260	0			6.6924%						5722682	75611194								0	0	0		2142156	13.4420%	0	7279578	465547	305	8670	-463895	-20787	0	-78258		0	7367996	0	0	7367996	0	0	0	0	0	0	0	0	0	685393	0	474522	0																																						2																	0				1																															
197759																																																																																						43141	4279	4279	8.6630%	12.6331%	11.3800%	38862	341493	448599	-7130	0			4.6331%			0				14023	453236								0	0	0		0		29476	11.3800%	1	0	36369	4520	117	0	-7130	0	0	0		0	38862	0	0	38862	0	0	0	0	0	0	0	0	0	4279	0	4637	0			
198073																																																																																				113991	0				12.0841%			13417		111030	0	0						0	0	0	0	10803	111030	0	0.0000%	2383	0	0	2383	2.0905%	0	0	0	0	1		2614		1	0	13417	0	0	0	0	0	0	0		0	13417	0	0	13417	0	0	0	0	0	0						0	0	0		
198149																																																																																						62097	4766	4766	8.4990%	12.9704%	11.9749%	57331	478759	674563	-16438	0			4.9704%			0				45229	675488								0	0	0		0		13027	11.9749%	1	0	41818	718	207	0	-16438	0	0	0		0	57331	0	0	57331	0	0	0	0	0	0	0	0	0	4766	0	925	0			
198251																																																																																						29681	3220	3220	9.1742%	11.5205%	10.2707%	26461	257637	288429	-3706	0			3.5205%			0				10461	288429								0	0	0		0		16000	10.2707%	1	0	22755	0	0	0	-3706	0	0	0		0	26461	0	0	26461	0	0	0	0	0	0	0	0	0	3220	0	0	0			
198961																																																																																						21788	1543	1543	11.8596%	17.6951%	16.4420%	20245	123130	170706	-705	0			9.6951%			0				19845	170706								0	0	0		0		400	16.4420%	1	0	19540	0	0	0	-705	0	0	0		0	20245	0	0	20245	0	0	0	0	0	0	0	0	0	1543	0	0	0			
199137																																																																																				166656	0				16.3652%			27976		170948	0	0						0	0	0	0	27337	170948	0	0.0000%	3189	0	135	3324	1.9945%	0	0	0	0	1		639		1	0	27976	0	0	0	0	0	0	0		0	27976	0	0	27976	0	0	0	0	0	0						0	0	6550		
199351																																																																																						23518	2260	2260	8.8319%	11.9992%	10.8461%	21258	195996	240695	-2876	0			3.9992%			0				4181	243665								0	0	0		0		20047	10.8461%	1	0	21352	2777	193	0	-2876	0	0	0		0	21258	0	0	21258	0	0	0	0	0	0	0	0	0	2260	0	2970	0			
199436																																																																																						33720	3094	3094	9.6098%	13.6354%	12.3843%	30626	247297	318696	-6835	0			5.6354%			0				23615	318696								0	0	0		0		7011	12.3843%	1	0	23791	0	0	0	-6835	0	0	0		0	30626	0	0	30626	0	0	0	0	0	0	0	0	0	3094	0	0	0			
199463																																																																																				792161	0				9.2689%			68796		742224	-4681	0						1	0	0	0	24527	742224	0	0.0000%	86022	0	3172	89194	11.2596%	0	0	0	0	1		44269		1	0	64115	0	0	0	-4681	0	0	0		0	68796	0	0	68796	0	0	0	0	0	0						0	0	0		
200435																																																																																				2185236	0				10.5614%			227892		2157780	-1026	0						0	0	0	0	178604	2157780	0	0.0000%	174987	0	781	175768	8.0434%	0	0	0	0	1		49288		1	0	226866	0	0	0	-1026	0	0	0		0	227892	0	0	227892	0	0	0	0	0	0						0	0	0		
201254																																																																																						20858	1557	1557	10.7156%	14.0621%	13.0124%	19301	148328	180121	-2290	0			6.0621%			0				-2309	180121								0	0	0		0		21610	13.0124%	1	0	17011	0	0	0	-2290	0	0	0		0	19301	0	0	19301	0	0	0	0	0	0	0	0	0	1557	0	0	0			
201834																																																																																						321084	26659	26659	11.0023%	14.0317%	12.8666%	294425	2288282	2676042	-17971	0			6.0317%			0				228999	2676042								0	0	0		0		65427	12.8666%	1	0	276455	0	0	0	-18544	0	574	0		0	294425	0	0	294425	0	0	0	0	0	0	0	0	0	26659	0	0	0			
202514																																																																																						52201	3743	3743	13.4250%	17.7280%	16.4568%	48458	294455	360954	-699	0			9.7280%			0				39004	361000								0	0	0		0		9500	16.4568%	1	0	47805	46	0	0	-699	0	0	0		0	48458	0	0	48458	0	0	0	0	0	0	0	0	0	3743	0	46	0			
202541																																																																																				206583	0				12.6988%			27611		217430	-9559	0						0	0	0	0	25111	217430	0	0.0000%	6580	0	137	6717	3.2515%	0	0	0	0	1		2500		1	0	18052	0	0	0	-9559	0	0	0		0	27611	0	0	27611	0	0	0	0	0	0						0	0	0		
202907																																																																																						1289760	79589	79589	7.6886%	12.7437%	11.9574%	1210171	10120729	15739726	-547892	0			4.7437%			0				801611	16442332								0	0	0		0		1111024	11.9559%	1	0	1364743	696486	6120	0	-308009	0	-17620	-222263		0	1210029	0	0	1210029	0	0	142	142	0	142	0	0	0	79589	0	702606	0			
203043																																																																																						63436	3783	3783	12.3320%	15.6858%	14.7504%	59653	404416	483727	-3095	0			7.6858%			0				51509	484843								0	0	0		0		9260	14.7504%	1	0	57674	1116	0	0	-3095	0	0	0		0	59653	0	0	59653	0	0	0	0	0	0	0	0	0	3783	0	1116	0			
203052																																																																																				105892	0				15.0932%			14975		99217	-180	0						0	0	0	0	14475	99217	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1		500		1	0	14795	0	0	0	-180	0	0	0		0	14975	0	0	14975	0	0	0	0	0	0						0	0	0		
203575																																																																																				74828	0				14.8452%			11405		76826	-2137	0						0	0	0	0	8370	76826	0	0.0000%	275	0	0	275	0.3675%	0	0	0	0	1		3035		1	0	9268	0	0	0	-2137	0	0	0		0	11405	0	0	11405	0	0	0	0	0	0						0	0	2555		
204004																																																																																						2458799	192892	192892	9.7187%	12.4198%	11.4454%	2265907	19797461	23314831	-135355	0			4.4198%			2				647235	24074568								0	0	0		0		2378409	11.4454%	1	0	2890289	624071	135666	0	-144560	3058	6147	0		0	2265907	0	0	2265907	0	0	0	0	0	0	0	0	0	192892	0	759737	0			
204237																																																																																				195454	0				13.7761%			27585		200238	-546	0						0	0	0	0	11145	200520	0	0.0000%	0	0	221	221	0.1131%	0	0	0	0	1		16722		1	0	27321	282	0	0	-546	0	0	0		0	27585	0	0	27585	0	0	0	0	0	0						282	0	7997		
204826																																																																																						46873	2043	2043	9.7847%	28.8385%	27.5816%	44830	162536	458163	-5745	0			20.8385%			0				43378	458163								0	0	0		0		1452	27.5816%	1	0	39085	0	0	0	-5745	0	0	0		0	44830	0	0	44830	0	0	0	0	0	0	0	0	0	2043	0	0	0			
205243																																																																																				528886	0				13.0696%			70526		539617	-7939	0						0	0	0	0	42593	539677	0	0.0000%	34154	0	176	34330	6.4910%	0	0	0	0	1		27993		1	0	62647	60	0	0	-7939	0	0	0		0	70526	0	0	70526	0	0	0	0	0	0						60	0	5056		
205346																																																																																						44356	2636	2636	10.3080%	16.8507%	15.8493%	41720	263230	404734	-4479	0			8.8507%			0				35158	404734								0	0	0		0		6562	15.8493%	1	0	37241	0	0	0	-4479	0	0	0		0	41720	0	0	41720	0	0	0	0	0	0	0	0	0	2636	0	0	0			
205458																																																																																						7003	427	427	13.2685%	16.6825%	15.6653%	6576	41978	49561	-2057	0			8.6825%			0				1476	49561								0	0	0		0		5100	15.6653%	1	0	4519	0	0	0	-2057	0	0	0		0	6576	0	0	6576	0	0	0	0	0	0	0	0	0	427	0	0	0			
205542																																																																																				260666	0				12.9161%			33379		258430	-10385	0						0	0	0	0	27788	258430	0	0.0000%	22502	0	2644	25146	9.6468%	0	0	0	0	1		5591		1	0	22994	0	0	0	-10385	0	0	0		0	33379	0	0	33379	0	0	0	0	0	0						0	0	0		
206156																																																																																						52473	3406	3406	10.1305%	19.3126%	18.0590%	49067	271704	484351	-6168	0			11.3126%			0				18516	484351								0	0	0		0		30551	18.0590%	1	0	42899	0	0	0	-6168	0	0	0		0	49067	0	0	49067	0	0	0	0	0	0	0	0	0	3406	0	0	0			
206174																																																																																						72573	2783	2783	13.5405%	22.7741%	21.9008%	69790	318664	515418	-15253	0			14.7741%			0				70286	515914								0	0	0		0		0	21.9008%	1	0	55033	399	97	0	-15253	0	0	0		0	69790	0	0	69790	0	0	0	0	0	0	0	0	0	2783	0	496	0			
206473																																																																																						25916	354	354	15.7868%	28.7152%	28.3229%	25562	90252	161920	-471	0			20.7152%			0				26004	161920								0	0	0		0		500	28.3229%	1	0	26033	0	0	0	471	0	0	0		0	25562	0	0	25562	0	0	0	0	0	0	0	0	0	354	0	0	0			
206772																																																																																				128399	0				17.5379%			22546		128556	-1582	0						0	0	0	0	16122	128556	0	0.0000%	0	0	66	66	0.0514%	0	0	0	0	1		6424		1	0	20964	0	0	0	-1582	0	0	0		0	22546	0	0	22546	0	0	0	0	0	0						0	0	66		
