"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
1669																																																																																				437874	0				12.0018%			52326		435984	-4693	0						0	0	0	0	50726	435984	0	0.0000%	17955	0	6172	24127	5.5100%	0	0	0	0	1		1600		1	0	47633	0	0	0	-4693	0	0	0		0	52326	0	0	52326	0	0	0	0	0	0						0	0	0		
1856																																																																																				41744	0				15.3739%			6612		43008	-148	0						0	0	0	0	478	43106	0	0.0000%	2510	0	0	2510	6.0128%	0	0	0	0	1		6232		1	0	6562	98	0	0	-148	0	0	0		0	6612	0	0	6612	0	0	0	0	0	0						98	0	0		
2161																																																																																				379146	0				10.2698%			39034		380084	-11169	0						0	0	0	0	17559	380084	0	0.0000%	17082	0	253	17335	4.5721%	0	0	0	0	1		21476		1	0	27866	0	0	0	-11212	44	0	0		0	39034	0	0	39034	0	0	0	0	0	0						0	0	0		
2732																																																																																				711782	0				16.4450%			117977		717403	-311	0						0	0	0	0	113300	718515	0	0.0000%	69371	0	2332	71703	10.0737%	0	0	0	0	1		5789		1	0	118778	0	1112	0	-311	0	0	0		0	117977	0	0	117977	0	0	0	0	0	0						1112	0	3862		
2750																																																																																						9232	522	522	12.5099%	16.0643%	15.1560%	8710	57469	69625	-1089	0			8.0643%			0				1099	69625								0	0	0		0		7611	15.1560%	1	0	7621	0	0	0	-1089	0	0	0		0	8710	0	0	8710	0	0	0	0	0	0	0	0	0	522	0	0	0			
3252																																																																																						45028	1784	1784	12.3350%	31.9350%	30.6697%	43244	140999	350580	-2920	0			23.9350%			0				42744	350580								0	0	0		0		500	30.6697%	1	0	40324	0	0	0	-2920	0	0	0		0	43244	0	0	43244	0	0	0	0	0	0	0	0	0	1784	0	0	0			
3458																																																																																						6634	640	640	7.7791%	12.3663%	11.1732%	5994	53646	77053	-1752	0			4.3663%			0				4793	77053								0	0	0		0		1201	11.1732%	1	0	4242	0	0	0	-1752	0	0	0		0	5994	0	0	5994	0	0	0	0	0	0	0	0	0	640	0	0	0			
3720																																																																																				413319	0				12.3502%			49674		402212	-7152	0						0	0	0	0	34004	402212	0	0.0000%	17463	0	193	17656	4.2718%	0	0	0	0	1		15670		1	0	42522	0	0	0	-7152	0	0	0		0	49674	0	0	49674	0	0	0	0	0	0						0	0	0		
3971																																																																																						140319	11701	11701	11.1891%	15.0300%	13.7767%	128618	933590	1149492	-13055	0			7.0300%			0				17288	1157149								0	0	0		0		118987	13.7767%	1	0	123220	5263	1904	490	-13055	0	0	0		0	128618	0	0	128618	0	0	0	0	0	0	0	0	0	11701	0	7657	0			
4156																																																																																				254786	0				9.5792%			25097		261994	-4824	0						0	0	0	0	19023	263777	0	0.0000%	21238	0	300	21538	8.4534%	0	0	0	0	1		7857		1	0	22056	1783	0	0	-4824	0	0	0		0	25097	0	0	25097	0	0	0	0	0	0						1783	0	0		
4231																																																																																				169875	0				14.7031%			23878		162401	-4367	0						0	0	0	0	11281	162404	0	0.0000%	8656	0	0	8656	5.0955%	0	0	0	0	1		12600		1	0	19514	0	0	3	-4367	0	0	0		0	23878	0	0	23878	0	0	0	0	0	0						3	0	1595		
5069																																																																																						234204	6550	6550	40.7198%	45.4077%	44.1378%	227654	515780	559074	265	0			37.4077%			0				219025	559074								0	0	0		0		8629	44.1378%	1	0	227919	0	0	0	265	0	0	0		0	227654	0	0	227654	0	0	0	0	0	0	0	0	0	6550	0	0	0			
5135																																																																																				661235	0				17.2526%			113626		658602	-360	0						0	0	0	0	89626	659644	0	0.0000%	74897	0	2087	76984	11.6425%	0	0	0	0	1		25042		1	0	114308	1042	0	0	-360	0	0	0		0	113626	0	0	113626	0	0	0	0	0	0						1042	0	0		
5210																																																																																						308412	17845	17845	12.0253%	17.0153%	16.0308%	290567	1812558	2416291	-41668	-3508			9.0153%			1				214130	2449484								0	0	0		0		113138	16.0308%	1	0	285600	35800	901	0	-38160	0	-3508	0		0	290567	0	0	290567	0	0	0	0	0	0	0	0	0	17845	0	36701	0			
5461																																																																																						91645	6763	6763	10.3579%	16.9481%	15.6974%	84882	540740	819487	-18830	0			8.9481%			0				78620	819525								0	0	0		0		6300	15.6974%	1	0	66090	0	38	0	-2206	0	0	-16624		0	84882	0	0	84882	0	0	0	0	0	0	0	0	0	6763	0	38	0			
5751																																																																																				317522	0				13.4106%			41867		312194	-7442	0						0	0	0	0	33495	313174	0	0.0000%	34133	0	1092	35225	11.0937%	0	0	0	0	1		9352		1	0	35405	980	0	0	-7442	0	0	0		0	41867	0	0	41867	0	0	0	0	0	0						980	0	101		
6039																																																																																				533934	0				9.3184%			48094		516119	-280	0						0	0	0	0	17057	516119	0	0.0000%	37915	0	255	38170	7.1488%	0	0	0	0	1		31037		1	0	47814	0	0	0	-280	0	0	0		0	48094	0	0	48094	0	0	0	0	0	0						0	0	17123		
6329																																																																																						201007	19976	19976	9.0823%	12.6685%	11.4095%	181031	1586673	1993218	-16955	0			4.6685%			0				139702	1996889								0	0	0		0		45000	11.4095%	1	0	167747	0	0	3671	-16955	0	0	0		0	181031	0	0	181031	0	0	0	0	0	0	0	0	0	19976	0	3671	0			
7009																																																																																						115330	0	0	16.5827%	39.2855%	39.2855%	115330	293569	695485	-1110	0			31.2855%			0				114278	695485								0	0	0		0		1052	39.2855%	1	0	114220	0	0	0	-1110	0	0	0		0	115330	0	0	115330	0	0	0	0	0	0	0	0	0	0	0	0	0			
7045																																																																																						29128	1196	1196	8.7496%	18.9422%	18.1644%	27932	153773	319238	-13306	0			10.9422%			0				25507	319238								0	0	0		0		2425	18.1644%	1	0	14626	0	0	0	-13306	0	0	0		0	27932	0	0	27932	0	0	0	0	0	0	0	0	0	1196	0	0	0			
7072																																																																																						43015	3352	3352	8.7235%	13.7119%	12.6434%	39663	313705	454671	-3449	0			5.7119%			0				41709	460777								0	0	0		0		4060	12.6434%	1	0	42320	5478	628	0	-3558	0	109	0		0	39663	0	0	39663	0	0	0	0	0	0	0	0	0	3352	0	6106	0			
7456																																																																																						13503	1108	1108	9.1405%	11.7489%	10.7848%	12395	114930	135605	-1875	0			3.7489%			0				5395	135605								0	0	0		0		7000	10.7848%	1	0	10520	0	0	0	-1875	0	0	0		0	12395	0	0	12395	0	0	0	0	0	0	0	0	0	1108	0	0	0			
7634																																																																																				90008	0				13.3254%			12144		91134	-1564	0						0	0	0	0	3884	91134	0	0.0000%	1255	0	0	1255	1.3943%	0	0	0	0	1		8260		1	0	10580	0	0	0	-1564	0	0	0		0	12144	0	0	12144	0	0	0	0	0	0						0	0	771		
8462																																																																																				185828	0				16.8127%			31255		185901	-6974	0						0	0	0	0	30555	185901	0	0.0000%	279	0	475	754	0.4058%	0	0	0	0	1		700		1	0	24281	0	0	0	-6974	0	0	0		0	31255	0	0	31255	0	0	0	0	0	0						0	0	3344		
8631																																																																																				75050	0				9.8097%			7442		75864	-1143	0						0	0	0	0	6142	75864	0	0.0000%	2335	0	145	2480	3.3045%	0	0	0	0	1		1300		1	0	6299	0	0	0	-1143	0	0	0		0	7442	0	0	7442	0	0	0	0	0	0						0	0	0		
9357																																																																																				530320	0				14.8543%			77912		524509	-1046	0						0	0	0	0	51848	555105	0	0.0000%	22079	0	1268	23347	4.4024%	0	0	0	0	1		56660		1	0	107462	28717	1879	0	-1046	0	0	0		0	77912	0	0	77912	0	0	0	0	0	0						30596	0	374505		
9553																																																																																						26936	1450	1450	10.7878%	14.8711%	14.0706%	25486	181130	236248	-5112	0			6.8711%			0				23386	236248								0	0	0		0		2100	14.0706%	1	0	20374	0	0	0	-5112	0	0	0		0	25486	0	0	25486	0	0	0	0	0	0	0	0	0	1450	0	0	0			
9807																																																																																						349150	29184	29184	11.5136%	14.9672%	13.7161%	319966	2332770	2779028	-6100	0			6.9672%			0				187689	2779028								0	0	0		0		132277	13.7161%	1	0	313866	0	0	0	-6100	0	0	0		0	319966	0	0	319966	0	0	0	0	0	0	0	0	0	29184	0	0	0			
9955																																																																																				263958	0				13.6830%			30495		222868	-2742	0						0	0	0	0	27362	222868	0	0.0000%	5163	0	8	5171	1.9590%	0	0	0	0	1		3133		1	0	27753	0	0	0	-2742	0	0	0		0	30495	0	0	30495	0	0	0	0	0	0						0	0	14652		
10250																																																																																						66065	4640	4640	8.6708%	15.0965%	14.0362%	61425	437617	708409	-26249	0			7.0965%			0				22675	708409								0	0	0		0		38750	14.0362%	1	0	35176	0	0	0	-17773	0	0	-8476		0	61425	0	0	61425	0	0	0	0	0	0	0	0	0	4640	0	0	0			
10849																																																																																				309673	0				10.4577%			32491		310690	-4697	0						0	0	0	0	17794	311384	0	0.0000%	17184	0	0	17184	5.5491%	0	0	0	0	1		15391		1	0	28488	694	0	0	-4697	0	0	0		0	32491	0	0	32491	0	0	0	0	0	0						694	0	0		
11145																																																																																						54782	3984	3984	11.1806%	17.2548%	15.9999%	50798	317489	454342	-13616	0			9.2548%			0				25248	454792								0	0	0		0		26000	15.9999%	1	0	37632	450	0	0	-13616	0	0	0		0	50798	0	0	50798	0	0	0	0	0	0	0	0	0	3984	0	450	0			
11640																																																																																				376278	0				12.6226%			47670		377657	-12071	0						0	0	0	0	3075	377657	0	0.0000%	28834	0	502	29336	7.7964%	0	0	0	0	1		44595		1	0	35599	0	0	0	-12071	0	0	0		0	47670	0	0	47670	0	0	0	0	0	0						0	0	0		
11837																																																																																						17895	1127	1127	10.7086%	18.5895%	17.4188%	16768	96264	156584	-4958	0			10.5895%			0				4768	156584								0	0	0		0		12000	17.4188%	1	0	11810	0	0	0	-4958	0	0	0		0	16768	0	0	16768	0	0	0	0	0	0	0	0	0	1127	0	0	0			
12030																																																																																						105483	5782	5782	14.9001%	23.2224%	21.9495%	99701	454229	669131	-462	0			15.2224%			0				99101	669131								0	0	0		0		600	21.9495%	1	0	99239	0	0	0	-462	0	0	0		0	99701	0	0	99701	0	0	0	0	0	0	0	0	0	5782	0	0	0			
12142																																																																																				323399	0				11.0214%			34629		314198	-16052	0						0	0	0	0	10429	314198	0	0.0000%	2174	0	258	2432	0.7520%	0	0	0	0	1		24200		1	0	18577	0	0	0	-9586	0	-767	-5699		0	34629	0	0	34629	0	0	0	0	0	0						0	0	21198		
12311			20228422	1794115	2493933	8.9411%	14.1331%	12.3907%	17734489	143127840	198347606	-2845289	0			6.1331%						3522679	203683042								0	0	0		18353215	11.5483%	0	19030605	5213933	87012	34491	-2314846	-266644	-201961	-50246		0	16528866	0	0	16528866	780000	0	425623	1205623	0	1205623	699818	0	0	2493933	0	5335436	0																																						2																	0				1																															
12647																																																																																				212516	0				11.1144%			23509		211518	0	0						0	0	0	0	5644	211620	0	0.0000%	20998	0	910	21908	10.3089%	0	0	0	0	1		17967		1	0	23611	0	102	0	0	0	0	0		0	23509	0	0	23509	0	0	0	0	0	0						102	0	0		
12946																																																																																						297655	31253	31253	8.8464%	11.9251%	10.6730%	266402	2496047	3011403	-72355	0			3.9251%			0				203619	3043805								0	0	0		0		95184	10.6730%	1	0	226448	24417	7984	0	-72355	0	0	0		0	266402	0	0	266402	0	0	0	0	0	0	0	0	0	31253	0	32402	0			
13103																																																																																						456149	24861	24861	13.9929%	19.0045%	17.9687%	431288	2400221	3082200	-17549	-22810			11.0045%			0				414453	3077074								0	0	0		0		34519	17.9687%	1	0	431423	14250	3434	0	-40359	0	22810	0		0	431288	0	0	431288	0	0	0	0	0	0	0	0	0	24861	0	17684	0			
13251																																																																																						9583	735	735	12.8440%	16.3051%	15.0545%	8848	58773	68888	-241	0			8.3051%			0				4848	68888								0	0	0		0		4000	15.0545%	1	0	8607	0	0	0	-241	0	0	0		0	8848	0	0	8848	0	0	0	0	0	0	0	0	0	735	0	0	0			
13457																																																																																				79475	0				17.4313%			13647		78290	-2	0						0	0	0	0	-312	78881	0	0.0000%	10841	0	0	10841	13.6408%	0	0	0	0	1		14550		1	0	14236	0	591	0	-2	0	0	0		0	13647	0	0	13647	0	0	0	0	0	0						591	0	0		
14155																																																																																				417584	0				10.2993%			41945		407259	-373	0						0	0	0	0	41609	407259	0	0.0000%	2706	0	824	3530	0.8453%	0	0	0	0	1		336		1	0	41572	0	0	0	-373	0	0	0		0	41945	0	0	41945	0	0	0	0	0	0						0	0	17427		
14650																																																																																				104574	0				10.5765%			10792		102038	0	0						0	0	0	0	6608	102038	0	0.0000%	22680	0	2500	25180	24.0786%	0	0	0	0	1		4184		1	0	10792	0	0	0	0	0	0	0		0	10792	0	0	10792	0	0	0	0	0	0						0	0	342		
14753																																																																																				59379	0				10.0841%			6436		63823	-636	0						0	0	0	0	4859	63823	0	0.0000%	5308	0	0	5308	8.9392%	0	0	0	0	1		1577		1	0	5800	0	0	0	-636	0	0	0		0	6436	0	0	6436	0	0	0	0	0	0						0	0	0		
14865																																																																																				867736	0				10.3719%			91256		879843	-4652	0						0	500	0	0	78855	880679	0	0.0000%	36321	0	2913	39234	4.5214%	0	0	0	0	1		13237		1	0	87440	0	645	191	-4652	0	0	0		0	91256	0	0	91256	0	0	0	0	0	0						836	0	192597		
14977																																																																																				59905	0				19.4518%			11305		58118	-9	0						0	0	0	0	11323	58138	0	0.0000%	5271	0	0	5271	8.7989%	0	0	0	0	1		0		1	0	11314	0	20	0	-11	0	0	0		0	11305	0	0	11305	0	0	0	0	0	0						20	0	0		
16551																																																																																				465081	0				9.9602%			46116		463004	-4813	0						0	0	0	0	28549	465437	0	0.0000%	42864	0	43	42907	9.2257%	0	0	0	0	1		20000		1	0	43736	2433	0	0	-4813	0	0	0		0	46116	0	0	46116	0	0	0	0	0	0						2433	0	0		
17110																																																																																				182708	0				17.0994%			32969		192808	0	0						0	0	0	0	25683	192808	0	0.0000%	0	0	2318	2318	1.2687%	0	0	0	0	1		7286		0	0	32969	0	0	0					0	0	32969	0	0	32969	0	0	0	0	0	0						0	0	135100		
17147																																																																																						1967738	191000	191000	9.9235%	12.8938%	11.6423%	1776738	15261118	17904307	-186808	0			4.8938%			0				808662	18629953								0	0	0		0		1693722	11.6423%	1	0	2315576	709719	15337	590	-188412	0	1604	0		0	1776738	0	0	1776738	0	0	0	0	0	0	0	0	0	191000	0	725646	0			
