"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
355120																																																																																						105038	6979	6979	13.2540%	18.8486%	17.5963%	98059	557272	739846	-3029	0			10.8486%			0				85059	739846								0	0	0		0		13000	17.5963%	1	0	95030	0	0	0	-3029	0	0	0		0	98059	0	0	98059	0	0	0	0	0	0	0	0	0	6979	0	0	0			
355559																																																																																						54720	4883	4883	8.2977%	14.0224%	12.7711%	49837	390232	600613	-5132	0			6.0224%			0				19609	602385								0	0	0		0		32000	12.7711%	1	0	46477	1772	0	0	-5132	0	0	0		0	49837	0	0	49837	0	0	0	0	0	0	0	0	0	4883	0	1772	0			
355858																																																																																						405585	18330	18330	23.5396%	28.9675%	27.6583%	387255	1400138	1645119	-14937	0			20.4408%			0				368848	1678707								0	0	0		0		13945	24.9408%	1	0	367856	32206	1382	0	-14937	0	0	0		0	349205	0	0	349205	38050	0	0	38050	0	38050	0	0	0	18330	0	33588	0			
356239																																																																																						44735	3012	3012	9.8970%	15.8827%	14.8134%	41723	281658	421572	-7768	0			7.8827%			0				43279	427128								0	0	0		0		4000	14.8134%	1	0	39511	4146	1410	0	-7768	0	0	0		0	41723	0	0	41723	0	0	0	0	0	0	0	0	0	3012	0	5556	0			
356659																																																																																				172260	0				19.7313%			33871		171661	142	0						0	0	0	0	27821	171661	0	0.0000%	10205	0	1177	11382	6.6075%	0	0	0	0	1		6050		1	0	34013	0	0	0	142	0	0	0		0	33871	0	0	33871	0	0	0	0	0	0						0	0	0		
356752																																																																																				313963	0				10.0115%			30274		302391	10	0						1	0	0	0	5058	302391	0	0.0000%	12314	0	788	13102	4.1731%	0	0	0	0	1		25216		1	0	30284	0	0	0	10	0	0	0		0	30274	0	0	30274	0	0	0	0	0	0						0	0	4820		
357526																																																																																						22504	1793	1793	8.7141%	13.4762%	12.4025%	20711	166991	237672	-4993	0			5.4762%			0				4711	237672								0	0	0		0		16000	12.4025%	1	0	15718	0	0	0	-726	0	-4267	0		0	20711	0	0	20711	0	0	0	0	0	0	0	0	0	1793	0	0	0			
357553																																																																																				240104	0				12.1041%			29200		241241	-3164	0						0	0	0	0	25200	241241	0	0.0000%	37922	0	279	38201	15.9102%	0	0	0	1417	1		4000		1	0	26036	0	0	0	-3164	0	0	0		0	29200	0	0	29200	0	0	0	0	0	0						0	0	0		
357777																																																																																				330138	0				12.5380%			41351		329805	0	0						0	0	0	0	41351	329805	0	0.0000%	30461	0	0	30461	9.2267%	0	0	0	0	1		0		1	0	41351	0	0	0	0	0	0	0		0	41351	0	0	41351	0	0	0	0	0	0						0	0	0		
357937																																																																																						54250	4646	4646	11.1990%	14.6186%	13.3667%	49604	371102	442934	-1135	0			6.6186%			0				35104	442934								0	0	0		0		14500	13.3667%	1	0	48469	0	0	0	-635	0	-500	0		0	49604	0	0	49604	0	0	0	0	0	0	0	0	0	4646	0	0	0			
358112																																																																																						22149	1159	1159	9.9110%	17.7446%	16.8161%	20990	124821	211784	-4812	0			9.7446%			0				14195	215052								0	0	0		0		10063	16.8161%	1	0	19446	3268	0	0	-4812	0	0	0		0	20990	0	0	20990	0	0	0	0	0	0	0	0	0	1159	0	3268	0			
358448																																																																																				96665	0				11.4711%			10866		94725	-2425	0						0	0	0	0	5796	94725	0	0.0000%	5516	0	0	5516	5.7063%	0	0	0	0	1		5070		1	0	8441	0	0	0	-2425	0	0	0		0	10866	0	0	10866	0	0	0	0	0	0						0	0	0		
358756																																																																																						6422	336	336	9.2670%	14.2654%	13.5190%	6086	45018	65674	-3860	0			6.2654%			0				5686	65674								0	0	0		0		400	13.5190%	1	0	2226	0	0	0	-3860	0	0	0		0	6086	0	0	6086	0	0	0	0	0	0	0	0	0	336	0	0	0			
359472																																																																																						17171	453	453	25.2035%	44.0023%	42.8414%	16718	39023	66332	-7	0			36.0023%			0				16718	66332								0	0	0		0		0	42.8414%	1	0	16711	0	0	0	-7	0	0	0		0	16718	0	0	16718	0	0	0	0	0	0	0	0	0	453	0	0	0			
359744																																																																																				100761	0				10.5828%			10846		102487	-1300	0						0	0	0	0	7806	103432	0	0.0000%	1413	0	183	1596	1.5839%	0	0	0	0	1		3985		1	0	10491	945	0	0	-1300	0	0	0		0	10846	0	0	10846	0	0	0	0	0	0						945	0	8061		
360777																																																																																						7240	68	68	24.6240%	51.8142%	51.3276%	7172	13973	29126	0	0			43.8142%			0				7172	29126								0	0	0		0		0	51.3276%	1	0	7172	0	0	0	0	0	0	0		0	7172	0	0	7172	0	0	0	0	0	0	0	0	0	68	0	0	0			
361055																																																																																						115754	8602	8602	8.4531%	13.2381%	12.2544%	107152	874398	1267600	-34198	0			5.2381%			0				75493	1267600								0	0	0		0		31659	12.2544%	1	0	72954	0	0	0	-34004	0	0	-194		0	107152	0	0	107152	0	0	0	0	0	0	0	0	0	8602	0	0	0			
361167																																																																																						910497	45024	45024	10.6035%	16.3919%	15.5813%	865473	5554545	8162175	-118499	0			8.3919%			2				264220	8359744								0	0	0		0		798822	15.5813%	1	0	944543	195823	1610	136	-16684	2161	-19185	-84791		0	865473	0	0	865473	0	0	0	0	0	0	0	0	0	45024	0	197569	0			
361279																																																																																						30287	2769	2769	8.8906%	11.8144%	10.7343%	27518	256356	309517	-144	0			3.8144%			0				18363	309952								0	0	0		0		9590	10.7343%	1	0	27809	435	0	0	-144	0	0	0		0	27518	0	0	27518	0	0	0	0	0	0	0	0	0	2769	0	435	0			
361354																																																																																				55879	0				16.2014%			9309		57458	-658	0						0	0	0	0	8081	57478	0	0.0000%	1513	0	45	1558	2.7882%	0	0	0	0	1		1248		1	0	8671	20	0	0	-658	0	0	0		0	9309	0	0	9309	0	0	0	0	0	0						20	0	0		
361439																																																																																						63343	5066	5066	9.9316%	15.6919%	14.4369%	58277	403667	586785	-8555	0			7.6919%			0				55243	586785								0	0	0		0		3034	14.4369%	1	0	49722	0	0	0	-8555	0	0	0		0	58277	0	0	58277	0	0	0	0	0	0	0	0	0	5066	0	0	0			
362043																																																																																						5084	403	403	8.2238%	11.8040%	10.8684%	4681	43070	56920	-660	0			3.8040%			0				2081	56920								0	0	0		0		2600	10.8684%	1	0	4021	0	0	0	-660	0	0	0		0	4681	0	0	4681	0	0	0	0	0	0	0	0	0	403	0	0	0			
362155																																																																																				214613	0				11.8375%			24817		209647	-768	0						0	0	0	0	23817	209647	0	0.0000%	10113	0	0	10113	4.7122%	0	0	0	0	1		1000		1	0	24049	0	0	0	-768	0	0	0		0	24817	0	0	24817	0	0	0	0	0	0						0	0	0		
362717																																																																																						137909	8926	8926	11.3028%	14.9854%	14.0155%	128983	920291	1141163	-21292	0			6.9854%			1				73497	1163579								0	0	0		0		77902	14.0155%	1	0	130107	22416	0	0	-21292	0	0	0		0	128983	0	0	128983	0	0	0	0	0	0	0	0	0	8926	0	22416	0			
362856																																																																																						23017	675	675	14.5810%	41.2048%	39.9964%	22342	55860	153227	-2585	0			33.2048%			0				17562	153227								0	0	0		0		4780	39.9964%	1	0	19757	0	0	0	-2585	0	0	0		0	22342	0	0	22342	0	0	0	0	0	0	0	0	0	675	0	0	0			
362940																																																																																				84423	0				14.9304%			12856		86106	-857	0						0	0	0	0	11356	86106	0	0.0000%	641	0	60	701	0.8303%	0	0	0	0	1		1500		1	0	11999	0	0	0	-857	0	0	0		0	12856	0	0	12856	0	0	0	0	0	0						0	0	0		
363442																																																																																						3430	96	96	22.5988%	29.9589%	29.1204%	3334	11449	14753	-6	0			21.9589%			0				1331	14753								0	0	0		0		2000	29.1204%	1	0	3325	0	0	0	-9	0	0	0		0	3334	0	0	3334	0	0	0	0	0	0	0	0	0	96	0	0	0			
363648																																																																																						27192	1086	1086	9.7671%	31.3832%	30.1298%	26106	86645	267286	-3958	0			23.3832%			0				23657	268837								0	0	0		0		4000	30.1298%	1	0	23699	1374	177	0	-3958	0	0	0		0	26106	0	0	26106	0	0	0	0	0	0	0	0	0	1086	0	1551	0			
363657																																																																																				948774	0				11.0431%			108722		984527	-40188	0						0	0	0	0	105266	984527	0	0.0000%	0	0	633	633	0.0667%	0	0	0	0	1		6000		1	0	71078	0	0	0	-37644	0	0	0		0	108722	0	0	108722	0	0	0	0	0	0						0	0	14069		
363778																																																																																						10000	606	606	9.2914%	14.3746%	13.5035%	9394	69567	101104	0	0			6.3746%			0				9394	101104								0	0	0		0		0	13.5035%	1	0	9394	0	0	0	0	0	0	0		0	9394	0	0	9394	0	0	0	0	0	0	0	0	0	606	0	0	0			
364131																																																																																						38080	3519	3519	9.1193%	13.5463%	12.2945%	34561	281109	378986	-4309	0			5.5463%			0				8511	378986								0	0	0		0		26050	12.2945%	1	0	30252	0	0	0	-4309	0	0	0		0	34561	0	0	34561	0	0	0	0	0	0	0	0	0	3519	0	0	0			
364270			21421	980	980	11.6950%	26.3805%	25.1736%	20441	81200	174784	0	0			18.3805%						19632	174784								0	0	0		809	25.1736%	0	20441	0	0	0	0	0	0	0		0	20441	0	0	20441	0	0	0	0	0	0	0	0	0	980	0	0	0																																						0																	0				1																															
364430																																																																																				362111	0				9.3104%			33300		357664	-1136	0						0	0	0	0	19079	357664	0	0.0000%	20642	0	402	21044	5.8115%	0	0	0	0	1		14221		1	0	32164	0	0	0	-1136	0	0	0		0	33300	0	0	33300	0	0	0	0	0	0						0	0	0		
364850																																																																																				105892	0				11.5664%			12128		104855	-204	0						0	0	0	0	5428	104855	0	0.0000%	5804	0	393	6197	5.8522%	0	0	0	0	1		6700		1	0	11924	0	0	0	-204	0	0	0		0	12128	0	0	12128	0	0	0	0	0	0						0	0	0		
365325																																																																																						3578165	275137	275137	11.8495%	15.1130%	13.9509%	3303028	23676092	27874874	-197506	-84652			7.1130%			2				1267752	29705602								0	0	0		0		3950656	13.9509%	1	0	5020902	1905604	9776	0	-207672	28378	-18212	0		0	3303028	0	0	3303028	0	0	0	0	0	0	0	0	0	275137	0	1915380	0			
365745																																																																																						43056	2637	2637	13.6866%	17.1049%	16.0573%	40419	251718	295317	-6962	0			9.1049%			0				27255	299088								0	0	0		0		16935	16.0573%	1	0	37228	3771	0	0	-6962	0	0	0		0	40419	0	0	40419	0	0	0	0	0	0	0	0	0	2637	0	3771	0			
365848																																																																																						13533	231	231	13.7579%	36.2029%	35.5849%	13302	37381	96686	-2998	0			28.2029%			0				7640	96847								0	0	0		0		5823	35.5849%	1	0	10465	0	0	161	-2998	0	0	0		0	13302	0	0	13302	0	0	0	0	0	0	0	0	0	231	0	161	0			
365950																																																																																				117693	0				16.3669%			18782		114756	-190	0						0	0	0	0	2675	115981	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1		17332		1	0	19817	904	321	0	-190	0	0	0		0	18782	0	0	18782	0	0	0	0	0	0						1225	0	4445		
366078																																																																																						81114	8277	8277	7.7119%	12.2571%	11.0064%	72837	661769	944478	-7102	-411			4.2571%			1				37524	948753								0	0	0		0		40000	11.0064%	1	0	70422	4686	0	0	-6522	-169	-410	0		0	72837	0	0	72837	0	0	0	0	0	0	0	0	0	8277	0	4686	0			
366238																																																																																						219108	21011	21011	9.1735%	12.9609%	11.7181%	198097	1690528	2159451	-35077	0			4.9609%			0				108416	2193758								0	0	0		0		123988	11.7181%	1	0	197327	32956	1351	0	-35077	0	0	0		0	198097	0	0	198097	0	0	0	0	0	0	0	0	0	21011	0	34307	0			
366247																																																																																				157198	0				14.2638%			22204		155667	-394	0						0	0	0	0	23052	157765	0	0.0000%	18065	0	150	18215	11.5873%	0	0	0	0	1		1250		1	0	23908	2098	0	0	-394	0	0	0		0	22204	0	0	22204	0	0	0	0	0	0						2098	0	207		
366359																																																																																						7812	548	548	10.3177%	17.9504%	16.6912%	7264	43520	70403	-601	0			9.9504%			0				6464	70403								0	0	0		0		800	16.6912%	1	0	6663	0	0	0	-601	0	0	0		0	7264	0	0	7264	0	0	0	0	0	0	0	0	0	548	0	0	0			
366658																																																																																				132503	0				11.3267%			14867		131256	-1639	0						0	0	0	0	11625	131256	0	0.0000%	1639	0	55	1694	1.2785%	0	0	0	0	1		3242		1	0	13228	0	0	0	-1639	0	0	0		0	14867	0	0	14867	0	0	0	0	0	0						0	0	0		
366854																																																																																				151808	0				9.6843%			14863		153475	0	0						1	0	0	0	-462	154299	0	0.0000%	22887	0	103	22990	15.1441%	0	0	0	0	1		16149		1	0	15687	645	26	153	0	0	0	0		0	14863	0	0	14863	0	0	0	0	0	0						824	0	0		
367150																																																																																				106650	0				12.5440%			13161		104919	-689	0						0	0	0	0	12752	104919	0	0.0000%	7211	0	1800	9011	8.4491%	0	0	0	0	1		409		1	0	12472	0	0	0	-689	0	0	0		0	13161	0	0	13161	0	0	0	0	0	0						0	0	0		
367178																																																																																				135224	0				20.3733%			27528		135118	0	0						0	0	0	0	27528	135118	0	0.0000%	22301	0	0	22301	16.4919%	0	0	0	0	1		0		1	0	27528	0	0	0	0	0	0	0		0	27528	0	0	27528	0	0	0	0	0	0						0	0	0		
367431																																																																																						44486	2763	2763	12.8305%	20.1796%	18.9263%	41723	220450	325185	-570	0			12.1796%			0				22123	325185								0	0	0		0		19600	18.9263%	1	0	41153	0	0	0	-570	0	0	0		0	41723	0	0	41723	0	0	0	0	0	0	0	0	0	2763	0	0	0			
367543																																																																																				396783	0				12.7874%			48785		381509	-5141	0						0	0	0	0	43785	381509	0	0.0000%	51812	0	282	52094	13.1291%	0	0	0	0	1		5000		1	0	43644	0	0	0	-5141	0	0	0		0	48785	0	0	48785	0	0	0	0	0	0						0	0	0		
368054																																																																																				141515	0				19.5417%			27434		140387	-6724	0						0	0	0	0	26144	140387	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1		1290		1	0	20710	0	0	0	-6724	0	0	0		0	27434	0	0	27434	0	0	0	0	0	0						0	0	4942		
368344																																																																																						22108	656	656	9.7913%	17.7560%	17.2291%	21452	124510	219093	-8803	0			9.7560%			0				15752	219093								0	0	0		0		5700	17.2291%	1	0	12649	0	0	0	-8803	0	0	0		0	21452	0	0	21452	0	0	0	0	0	0	0	0	0	656	0	0	0			
368522																																																																																						22448	1347	1347	10.4628%	17.9494%	16.8723%	21101	125063	201677	-1289	-716			9.9494%			0				17401	200961								0	0	0		0		3700	16.8723%	1	0	19812	0	0	0	-573	0	-716	0		0	21101	0	0	21101	0	0	0	0	0	0	0	0	0	1347	0	0	0			
368933																																																																																				165136	0				10.0907%			16239		160931	286	0						0	0	0	0	5258	167190	0	0.0000%	14266	0	0	14266	8.6389%	0	0	0	0	1		17240		1	0	22784	2532	3727	0	286	0	0	0		0	16239	0	0	16239	0	0	0	0	0	0						6259	0	0		
368951																																																																																				256483	0				11.6659%			29671		254340	-3232	0						0	0	0	0	32167	254340	0	0.0000%	3591	0	789	4380	1.7077%	0	0	0	0	1		-2496		1	0	26439	0	0	0	-3232	0	0	0		0	29671	0	0	29671	0	0	0	0	0	0						0	0	22024		
369453																																																																																						18355	1342	1342	10.5013%	14.4783%	13.4197%	17013	126776	162009	-5682	0			6.4783%			0				11953	162009								0	0	0		0		4800	13.4197%	1	0	11071	0	0	0	-5942	0	0	0		0	17013	0	0	17013	0	0	0	0	0	0	0	0	0	1342	0	0	0			
369659																																																																																						192348	14081	14081	10.7902%	17.1102%	15.8577%	178267	1124170	1652113	-8761	0			9.1102%			0				120414	1653156								0	0	0		0		58896	15.8577%	1	0	170549	1043	0	0	-8761	0	0	0		0	178267	0	0	178267	0	0	0	0	0	0	0	0	0	14081	0	1043	0			
370020																																																																																						65865	4888	4888	7.9040%	11.1871%	10.3569%	60977	588756	771470	-6246	0			3.1871%			0				53626	777469								0	0	0		0		13350	10.3569%	1	0	60730	5117	882	0	-6246	0	0	0		0	60977	0	0	60977	0	0	0	0	0	0	0	0	0	4888	0	5999	0			
370347																																																																																						17363	1263	1263	12.5553%	17.1892%	15.9389%	16100	101011	128233	-1692	0			9.1892%			0				15700	128233								0	0	0		0		400	15.9389%	1	0	14408	0	0	0	-1692	0	0	0		0	16100	0	0	16100	0	0	0	0	0	0	0	0	0	1263	0	0	0			
370721																																																																																				236021	0				13.5873%			31851		234418	-4296	0						0	0	0	0	29852	234418	0	0.0000%	20240	0	20	20260	8.5840%	0	0	0	0	1		2000		1	0	27556	0	0	0	-3192	0	-1103	0		0	31851	0	0	31851	0	0	0	0	0	0						0	0	0		
370833																																																																																				91499	0				18.0490%			16310		90365	54	0						0	0	0	0	3454	90365	0	0.0000%	1441	0	0	1441	1.5749%	0	0	0	0	1		12860		1	0	16368	0	0	0	58	0	0	0		0	16310	0	0	16310	0	0	0	0	0	0						0	0	0		
370954																																																																																				107328	0				16.6117%			17060		102699	-234	0						0	0	0	0	15260	102699	0	0.0000%	19395	0	0	19395	18.0708%	0	0	0	0	1		1800		1	0	16826	0	0	0	-234	0	0	0		0	17060	0	0	17060	0	0	0	0	0	0						0	0	0		
371223																																																																																						34787	3338	3338	9.8804%	13.0250%	11.7752%	31449	267078	318297	-529	0			5.0250%			0				28999	318297								0	0	0		0		2450	11.7752%	1	0	30920	0	0	0	-529	0	0	0		0	31449	0	0	31449	0	0	0	0	0	0	0	0	0	3338	0	0	0			
371232																																																																																				207662	0				12.5976%			25754		204436	-1595	0						0	0	0	0	18219	204436	0	0.0000%	0	0	630	630	0.3034%	0	0	0	0	1		7535		1	0	24159	0	0	0	-1595	0	0	0		0	25754	0	0	25754	0	0	0	0	0	0						0	0	15364		
371362																																																																																						61321	4959	4959	9.5344%	15.0534%	13.8360%	56362	407357	591145	-16065	0			7.0534%			0				26298	593598								0	0	0		0		32517	13.8360%	1	0	42750	2400	53	0	-16065	0	0	0		0	56362	0	0	56362	0	0	0	0	0	0	0	0	0	4959	0	2453	0			
371559																																																																																				131549	0				15.9750%			21450		134272	-1934	0						0	0	0	0	19446	134272	0	0.0000%	8424	0	0	8424	6.4037%	0	0	0	0	1		2004		1	0	19516	0	0	0	-1934	0	0	0		0	21450	0	0	21450	0	0	0	0	0	0						0	0	0		
371755																																																																																				79828	0				9.8846%			7744		78344	-588	0						0	0	0	0	4399	78384	0	0.0000%	931	0	0	931	1.1663%	0	0	0	0	1		3385		1	0	7196	40	0	0	-588	0	0	0		0	7744	0	0	7744	0	0	0	0	0	0						40	0	0		
371849																																																																																				84894	0				9.5606%			7915		82788	-864	0						0	0	0	0	6915	82788	0	0.0000%	1904	0	12	1916	2.2569%	0	0	0	0	1		1000		1	0	7051	0	0	0	-864	0	0	0		0	7915	0	0	7915	0	0	0	0	0	0						0	0	0		
371924																																																																																						160859	9971	9971	9.9576%	15.7636%	14.7865%	150888	1020447	1515312	-13910	0			7.7636%			0				81796	1525057								0	0	0		0		78837	14.7865%	1	0	146723	9732	13	0	-13910	0	0	0		0	150888	0	0	150888	0	0	0	0	0	0	0	0	0	9971	0	9745	0			
371942																																																																																						15851	674	674	12.1143%	18.6417%	17.8490%	15177	85030	125282	-1002	0			10.6417%			0				14677	125282								0	0	0		0		500	17.8490%	1	0	14175	0	0	0	-1002	0	0	0		0	15177	0	0	15177	0	0	0	0	0	0	0	0	0	674	0	0	0			
372444																																																																																						12213	842	842	8.7234%	15.7948%	14.7058%	11371	77323	130351	-2152	0			7.7948%			0				10971	130351								0	0	0		0		400	14.7058%	1	0	9219	0	0	0	-2152	0	0	0		0	11371	0	0	11371	0	0	0	0	0	0	0	0	0	842	0	0	0			
372538																																																																																				1030421	0				13.7021%			139845		1020607	-268	0						0	0	0	0	75845	1020607	0	0.0000%	176331	0	1408	177739	17.2492%	0	0	0	0	1		64000		1	0	139577	0	0	0	-268	0	0	0		0	139845	0	0	139845	0	0	0	0	0	0						0	0	0		
372640																																																																																				253798	0				9.4191%			23900		253739	-4875	0						0	0	0	0	19300	253739	0	0.0000%	27358	0	30	27388	10.7913%	0	0	0	0	1		4600		1	0	19025	0	0	0	-4875	0	0	0		0	23900	0	0	23900	0	0	0	0	0	0						0	0	0		
372855																																																																																						25112	1951	1951	9.6976%	11.5708%	10.6718%	23161	217030	238832	-528	0			3.5708%			0				9612	238832								0	0	0		0		13549	10.6718%	1	0	22633	0	0	0	-528	0	0	0		0	23161	0	0	23161	0	0	0	0	0	0	0	0	0	1951	0	0	0			
373272																																																																																						4102	320	320	6.3754%	13.8184%	12.7404%	3782	29685	59322	-14	0			5.8184%			0				3888	59428								0	0	0		0		0	12.7404%	1	0	3874	0	0	106	-14	0	0	0		0	3782	0	0	3782	0	0	0	0	0	0	0	0	0	320	0	106	0			
373553																																																																																						9466	580	580	12.9927%	20.4264%	19.1748%	8886	46342	68392	0	0			12.4264%			0				3536	68392								0	0	0		0		5350	19.1748%	1	0	8886	0	0	0	0	0	0	0		0	8886	0	0	8886	0	0	0	0	0	0	0	0	0	580	0	0	0			
373601																																																																																						171942	1779	1779	9.4392%	27.2633%	26.9812%	170163	630672	1802722	-174126	0			19.2633%			0				-20481	1802722								0	0	0		0		190644	26.9812%	1	0	-3963	0	0	0	-171210	-1220	-1696	0		0	170163	0	0	170163	0	0	0	0	0	0	0	0	0	1779	0	0	0			
374130																																																																																						24386	1839	1839	9.2452%	15.1539%	14.0111%	22547	160922	243877	-3871	0			7.1539%			0				20847	243877								0	0	0		0		1700	14.0111%	1	0	18676	0	0	0	-3871	0	0	0		0	22547	0	0	22547	0	0	0	0	0	0	0	0	0	1839	0	0	0			
374653																																																																																						475946	30345	30345	13.3643%	19.6145%	18.3639%	445601	2426500	3334270	-26526	0			11.6145%			0				377889	3334270								0	0	0		0		67712	18.3639%	1	0	419075	0	0	0	-26526	0	0	0		0	445601	0	0	445601	0	0	0	0	0	0	0	0	0	30345	0	0	0			
374774																																																																																						26058	1106	1106	12.4841%	25.5308%	24.4472%	24952	102065	199870	-4738	0			17.5308%			0				17960	199870								0	0	0		0		6992	24.4472%	1	0	20214	0	0	0	-4738	0	0	0		0	24952	0	0	24952	0	0	0	0	0	0	0	0	0	1106	0	0	0			
375043																																																																																						182394	18796	18796	9.1662%	10.7739%	9.6637%	163598	1692921	1784801	-8871	0			2.7739%			1				108370	1784801								0	0	0		0		55228	9.6637%	1	0	154727	0	0	0	-8871	0	0	0		0	163598	0	0	163598	0	0	0	0	0	0	0	0	0	18796	0	0	0			
375379																																																																																						4176	251	251	9.4274%	20.8685%	19.6142%	3925	20011	41634	-761	0			12.8685%			0				4273	41982								0	0	0		0		0	19.6142%	1	0	3512	0	0	348	-513	0	-248	0		0	3925	0	0	3925	0	0	0	0	0	0	0	0	0	251	0	348	0			
375502																																																																																						217431	19621	19621	12.6607%	13.8745%	12.6224%	197810	1567130	1562388	-1101	0			5.8745%			0				0	1565874								0	0	0		0		201296	12.6224%	1	0	200195	0	0	3486	-1101	0	0	0		0	197810	0	0	197810	0	0	0	0	0	0	0	0	0	19621	0	3486	0			
375566																																																																																						156788	13145	13145	10.0225%	14.9117%	13.6615%	143643	1051445	1433202	-1991	0			6.9117%			0				65625	1438574								0	0	0		0		83390	13.6615%	1	0	147024	4379	993	0	-1991	0	0	0		0	143643	0	0	143643	0	0	0	0	0	0	0	0	0	13145	0	5372	0			
375650																																																																																						9045	222	222	10.7678%	20.5111%	20.0077%	8823	44098	81939	-3686	0			12.5111%			0				8573	81939								0	0	0		0		250	20.0077%	1	0	5137	0	0	0	-3686	0	0	0		0	8823	0	0	8823	0	0	0	0	0	0	0	0	0	222	0	0	0			
376237																																																																																				121002	0				11.6778%			13671		117068	-1618	0						0	0	0	0	12215	117068	0	0.0000%	6418	0	15	6433	5.3164%	0	0	0	0	1		1456		1	0	12053	0	0	0	-1618	0	0	0		0	13671	0	0	13671	0	0	0	0	0	0						0	0	0		
376273																																																																																				2619030	0				12.9218%			330738		2559528	-266	0						0	0	0	0	358630	2587420	0	0.0000%	66497	0	1376	67873	2.5915%	0	0	0	0	1		0		1	0	358364	27495	397	0	0	0	-266	0		0	330738	0	0	330738	0	0	0	0	0	0						27892	0	357052		
376442																																																																																						87258	5674	5674	11.2017%	17.6772%	16.5277%	81584	493619	728316	-5249	0			9.6772%			0				75289	733571								0	0	0		0		11550	16.5277%	1	0	81590	5151	104	0	-5249	0	0	0		0	81584	0	0	81584	0	0	0	0	0	0	0	0	0	5674	0	5255	0			
376947																																																																																				177428	0				19.6524%			34466		175378	-311	0						0	0	0	0	33566	175378	0	0.0000%	12138	0	1323	13461	7.5867%	0	0	0	0	1		900		1	0	34155	0	0	0	-311	0	0	0		0	34466	0	0	34466	0	0	0	0	0	0						0	0	0		
377663																																																																																						13402	1055	1055	8.3789%	15.9010%	14.6493%	12347	84284	147358	-5061	0			7.9010%			0				8047	147358								0	0	0		0		4300	14.6493%	1	0	7286	0	0	0	-5061	0	0	0		0	12347	0	0	12347	0	0	0	0	0	0	0	0	0	1055	0	0	0			
377850																																																																																						24809	1514	1514	16.9368%	18.7123%	17.5704%	23295	132581	137541	-23	0			10.7123%			0				5596	137541								0	0	0		0		17722	17.5704%	1	0	23295	0	0	0	0	0	0	0		0	23295	0	0	23295	0	0	0	0	0	0	0	0	0	1514	0	0	0			
378044																																																																																						8653	406	406	16.4217%	20.5833%	19.6175%	8247	42039	50220	-10	0			12.5833%			0				2452	50598								0	0	0		0		6173	19.6175%	1	0	8615	378	0	0	-10	0	0	0		0	8247	0	0	8247	0	0	0	0	0	0	0	0	0	406	0	378	0			
378110																																																																																						6518	247	247	10.8405%	23.0050%	22.1332%	6271	28333	57848	-1031	0			15.0050%			0				5883	57848								0	0	0		0		388	22.1332%	1	0	5240	0	0	0	-1031	0	0	0		0	6271	0	0	6271	0	0	0	0	0	0	0	0	0	247	0	0	0			
