"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
541231																																																																																				362068	0				13.4238%			48007		357626	-9936	0						0	0	0	0	40241	357626	0	0.0000%	34038	0	555	34593	9.5543%	0	0	0	0	1		7766		1	0	38071	0	0	0	-9936	0	0	0		0	48007	0	0	48007	0	0	0	0	0	0						0	0	0		
541307																																																																																						21956	1700	1700	8.7275%	16.2171%	14.9614%	20256	135388	232093	0	0			8.2171%			0				-54248	232093								0	0	0		0		74504	14.9614%	1	0	20256	0	0	0	0	0	0	0		0	20256	0	0	20256	0	0	0	0	0	0	0	0	0	1700	0	0	0			
541642																																																																																				155449	0				15.1176%			23332		154337	-7965	0						0	0	0	0	20332	154337	0	0.0000%	2416	0	4	2420	1.5568%	0	0	0	0	1		3000		1	0	15367	0	0	0	-7965	0	0	0		0	23332	0	0	23332	0	0	0	0	0	0						0	0	0		
541754																																																																																						26473	2270	2270	9.4583%	14.6111%	13.3582%	24203	181184	255893	-1974	0			6.6111%			0				15902	258471								0	0	0		0		10879	13.3582%	1	0	24807	2578	0	0	-1974	0	0	0		0	24203	0	0	24203	0	0	0	0	0	0	0	0	0	2270	0	2578	0			
541857																																																																																						48085	3172	3172	8.8131%	13.1294%	12.2633%	44913	366239	509615	-6555	0			5.1294%			0				33247	510370								0	0	0		0		12421	12.2633%	1	0	39113	755	0	0	-6555	0	0	0		0	44913	0	0	44913	0	0	0	0	0	0	0	0	0	3172	0	755	0			
542153																																																																																				333018	0				11.4616%			38566		336479	-1204	0						0	0	0	0	14566	336479	0	0.0000%	40740	0	558	41298	12.4011%	0	0	0	0	1		24000		1	0	37362	0	0	0	-1204	0	0	0		0	38566	0	0	38566	0	0	0	0	0	0						0	0	129637		
542340																																																																																				558548	0				10.1954%			55363		543017	-938	0						0	0	0	0	15217	551042	0	0.0000%	98917	0	490	99407	17.7974%	0	0	0	0	1		48171		1	0	62450	7948	77	0	-938	0	0	0		0	55363	0	0	55363	0	0	0	0	0	0						8025	0	0		
542528																																																																																						410116	39971	39971	9.5935%	12.8400%	11.5886%	370145	3194055	3858285	-49821	0			4.8400%			0				115753	3988334								0	0	0		0		384441	11.5886%	1	0	450373	125520	4529	0	-49821	0	0	0		0	370145	0	0	370145	0	0	0	0	0	0	0	0	0	39971	0	130049	0			
542667																																																																																				637245	0				17.1616%			115635		673802	-25233	0						0	0	0	0	102940	673802	0	0.0000%	48449	0	180	48629	7.6311%	0	0	0	0	1		12695		1	0	90402	0	0	0	-25233	0	0	0		0	115635	0	0	115635	0	0	0	0	0	0						0	0	11911		
542854																																																																																						3310	162	162	10.2411%	25.5895%	24.3371%	3148	12935	30739	-1	0			17.5895%			0				922	30739								0	0	0		0		2226	24.3371%	1	0	3147	0	0	0	-1	0	0	0		0	3148	0	0	3148	0	0	0	0	0	0	0	0	0	162	0	0	0			
543262																																																																																				3158057	0				10.0906%			323470		3205641	-62117	0						0	0	0	0	217944	3205641	0	0.0000%	14470	0	4850	19320	0.6118%	0	0	0	0	1		105526		1	0	261353	0	0	0	-62117	0	0	0		0	323470	0	0	323470	0	0	0	0	0	0						0	0	417087		
543459																																																																																						67950	6392	6392	9.7110%	13.3218%	12.0686%	61558	510067	633897	-5546	0			5.3218%			0				42176	637889								0	0	0		0		23374	12.0686%	1	0	60004	1991	2001	0	-5546	0	0	0		0	61558	0	0	61558	0	0	0	0	0	0	0	0	0	6392	0	3992	0			
543945																																																																																						59225	6359	6359	8.6519%	10.7184%	9.5676%	52866	552555	611033	-6059	0			2.7184%			0				48116	611033								0	0	0		0		4750	9.5676%	1	0	46807	0	0	0	-6059	0	0	0		0	52866	0	0	52866	0	0	0	0	0	0	0	0	0	6359	0	0	0			
544335																																																																																				451828	0				13.4305%			59094		439997	-6858	0						0	0	0	0	24195	441297	0	0.0000%	34447	0	1898	36345	8.0440%	0	0	0	0	1		36199		1	0	53536	1300	0	0	-6858	0	0	0		0	59094	0	0	59094	0	0	0	0	0	0						1300	0	0		
544447																																																																																				139133	0				15.4201%			23369		151549	-10529	0						0	0	0	0	22869	151549	0	0.0000%	9083	0	346	9429	6.7770%	0	0	0	0	1		500		1	0	12840	0	0	0	-10529	0	0	0		0	23369	0	0	23369	0	0	0	0	0	0						0	0	0		
544652																																																																																						100209	9243	9243	9.3097%	13.5705%	12.3188%	90966	738433	977109	-6765	0			5.5705%			0				8253	977109								0	0	0		0		82713	12.3188%	1	0	84201	0	0	0	-6765	0	0	0		0	90966	0	0	90966	0	0	0	0	0	0	0	0	0	9243	0	0	0			
544951																																																																																						6160	447	447	12.3335%	17.2264%	15.9764%	5713	35759	46321	-153	0			9.2264%			0				1582	46321								0	0	0		0		4131	15.9764%	1	0	5560	0	0	0	-153	0	0	0		0	5713	0	0	5713	0	0	0	0	0	0	0	0	0	447	0	0	0			
545604																																																																																						109377	9706	9706	8.6051%	14.0936%	12.8429%	99671	776077	1158280	-30755	0			6.0936%			0				99887	1158497								0	0	0		0		1	12.8429%	1	0	69133	0	217	0	-30444	0	-311	0		0	99671	0	0	99671	0	0	0	0	0	0	0	0	0	9706	0	217	0			
546003																																																																																						311223	14159	14159	10.7744%	13.5459%	12.9296%	297064	2297543	2757131	-36720	-121			5.5459%			0				207828	2757472								0	0	0		0		89698	12.9296%	1	0	260806	462	0	0	-36841	0	121	0		0	297064	0	0	297064	0	0	0	0	0	0	0	0	0	14159	0	462	0			
546320																																																																																				97482	0				12.5698%			12094		96215	-1043	0						0	0	0	0	6574	96245	0	0.0000%	8922	0	0	8922	9.1525%	0	0	0	0	1		5550		1	0	11081	0	0	0	-1043	0	0	0		30	12094	0	0	12094	0	0	0	0	0	0						30	0	0		
546535																																																																																				406793	0				10.0325%			40778		406461	-2671	0						0	0	0	0	30778	406461	0	0.0000%	33716	0	1604	35320	8.6825%	0	0	0	0	1		10000		1	0	38107	0	0	0	-2671	0	0	0		0	40778	0	0	40778	0	0	0	0	0	0						0	0	16091		
546544																																																																																						215836	20195	20195	8.8955%	10.5675%	9.5788%	195641	2042445	2199326	-5446	-5446			2.5675%			0				98411	2204078								0	0	0		0		107428	9.5788%	1	0	200393	9668	530	0	-5446	0	0	0		0	195641	0	0	195641	0	0	0	0	0	0	0	0	0	20195	0	10198	0			
547251																																																																																				139898	0				18.6670%			22243		119157	0	0						0	0	0	0	6243	119157	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1		16000		1	0	22243	0	0	0	0	0	0	0		0	22243	0	0	22243	0	0	0	0	0	0						0	0	21494		
547550																																																																																				192273	0				10.8555%			21625		199208	-5086	0						0	0	0	0	18625	199208	0	0.0000%	10530	0	718	11248	5.8500%	0	0	0	0	1		3000		1	0	16539	0	0	0	-5086	0	0	0		0	21625	0	0	21625	0	0	0	0	0	0						0	0	0		
547840																																																																																						338785	21186	21186	10.1155%	14.7474%	13.8252%	317599	2297254	3139732	-81548	0			6.7474%			0				248167	3142368								0	0	0		0		72068	13.8252%	1	0	238687	2636	0	0	-81548	0	0	0		0	317599	0	0	317599	0	0	0	0	0	0	0	0	0	21186	0	2636	0			
548052																																																																																						25803	2058	2058	8.9701%	15.6902%	14.4388%	23745	164453	264712	-10919	0			7.6902%			0				17295	264712								0	0	0		0		6450	14.4388%	1	0	12826	0	0	0	-10919	0	0	0		0	23745	0	0	23745	0	0	0	0	0	0	0	0	0	2058	0	0	0			
548267																																																																																				325266	0				15.1401%			50374		332718	-10100	-2074						0	0	0	0	39254	330644	0	0.0000%	9655	0	350	10005	3.0759%	0	0	0	0	1		11120		1	0	40274	0	0	0	-8026	0	-2074	0		0	50374	0	0	50374	0	0	0	0	0	0						0	0	17613		
548351																																																																																				2829444	0				14.0620%			398456		2833569	-11338	0						1	0	0	0	370347	2844482	0	0.0000%	272512	0	2892	275404	9.7335%	0	0	0	0	1		39022		1	0	398031	10913	0	0	-11338	0	0	0		0	398456	0	0	398456	0	0	0	0	0	0						10913	0	0		
548472																																																																																						11312	871	871	8.3272%	14.7966%	13.6573%	10441	76450	125384	-1422	11			6.7966%			0				8936	125835								0	0	0		0		1944	13.6573%	1	0	9458	0	440	0	-1434	0	11	0		0	10441	0	0	10441	0	0	0	0	0	0	0	0	0	871	0	440	0			
548771																																																																																						112147	8346	8346	10.9231%	15.9170%	14.7324%	103801	704575	950286	-1422	0			7.9170%			0				66201	950394								0	0	0		0		37708	14.7324%	1	0	102487	0	108	0	-1114	0	-308	0		0	103801	0	0	103801	0	0	0	0	0	0	0	0	0	8346	0	108	0			
548829																																																																																						6532	397	397	6.4549%	12.5644%	11.8008%	6135	51988	95044	-1891	0			4.5644%			0				3578	95044								0	0	0		0		2557	11.8008%	1	0	4244	0	0	0	-1891	0	0	0		0	6135	0	0	6135	0	0	0	0	0	0	0	0	0	397	0	0	0			
549862																																																																																						100147	5300	5300	14.5079%	23.6932%	22.4393%	94847	422682	653761	-25324	0			15.6932%			0				64847	653761								0	0	0		0		30000	22.4393%	1	0	69523	0	0	0	-25324	0	0	0		0	94847	0	0	94847	0	0	0	0	0	0	0	0	0	5300	0	0	0			
550279																																																																																				983759	0				12.1642%			116153		954875	-3975	0						0	0	0	0	116153	954875	0	0.0000%	50893	0	0	50893	5.1733%	0	0	0	0	1		0		1	0	112178	0	0	0	-4678	703	0	0		0	116153	0	0	116153	0	0	0	0	0	0						0	0	0		
550354																																																																																				140142	0				11.6981%			16416		140330	-3310	0						0	0	0	0	16040	140330	0	0.0000%	9348	0	4	9352	6.6732%	0	0	0	0	1		376		1	0	13106	0	0	0	-3310	0	0	0		0	16416	0	0	16416	0	0	0	0	0	0						0	0	0		
550448																																																																																				83542	0				11.7113%			9687		82715	-4400	0						0	0	0	0	8687	82715	0	0.0000%	0	0	52	52	0.0622%	0	0	0	0	1		1000		1	0	5287	0	0	0	-4400	0	0	0		0	9687	0	0	9687	0	0	0	0	0	0						0	0	2877		
550635																																																																																						76960	5667	5667	9.1678%	14.1653%	13.1222%	71293	543301	777645	-663	0			6.1653%			0				21335	777645								0	0	0		0		49958	13.1222%	1	0	70630	0	0	0	-733	70	0	0		0	71293	0	0	71293	0	0	0	0	0	0	0	0	0	5667	0	0	0			
550653																																																																																				55022	0				17.8979%			9919		55420	-548	0						0	0	0	0	8319	55420	0	0.0000%	6472	0	0	6472	11.7626%	0	0	0	0	1		1600		1	0	9371	0	0	0	-548	0	0	0		0	9919	0	0	9919	0	0	0	0	0	0						0	0	0		
550952																																																																																				374471	0				11.5517%			48290		418034	-35099	35						0	0	0	0	39789	418069	0	0.0000%	31121	0	566	31687	8.4618%	0	0	0	0	1		8500		1	0	13190	0	0	0	-35135	0	35	0		0	48290	0	0	48290	0	0	0	0	0	0						0	0	0		
551016																																																																																						31177	2660	2660	7.3574%	14.6582%	13.4076%	28517	212693	387594	-5958	0			6.6582%			0				27453	387594								0	0	0		0		1064	13.4076%	1	0	22559	0	0	0	-5958	0	0	0		0	28517	0	0	28517	0	0	0	0	0	0	0	0	0	2660	0	0	0			
552059																																																																																						44237	4393	4393	9.0536%	11.7644%	10.5961%	39844	376025	440088	-5098	0			3.7644%			0				18078	440126								0	0	0		0		21804	10.5961%	1	0	34784	38	0	0	-5098	0	0	0		0	39844	0	0	39844	0	0	0	0	0	0	0	0	0	4393	0	38	0			
552161																																																																																						227026	16576	16576	11.4658%	14.9345%	13.8441%	210450	1520145	1835460	-28	0			6.9345%			1				176622	1839312								0	0	0		0		37680	13.8441%	1	0	214274	3852	0	0	-28	0	0	0		0	210450	0	0	210450	0	0	0	0	0	0	0	0	0	16576	0	3852	0			
552545																																																																																						36253	1846	1846	7.6872%	10.7883%	10.2390%	34407	336039	447586	-14196	0			2.7883%			0				17657	453353								0	0	0		0		22517	10.2390%	1	0	25978	1075	1484	3208	-14196	0	0	0		0	34407	0	0	34407	0	0	0	0	0	0	0	0	0	1846	0	5767	0			
552956																																																																																				94179	0				14.6357%			13531		92452	-1125	0						0	0	0	0	13091	92452	0	0.0000%	739	0	0	739	0.7847%	0	0	0	0	1		440		1	0	12406	0	0	0	-1125	0	0	0		0	13531	0	0	13531	0	0	0	0	0	0						0	0	7590		
552974																																																																																						52021	3375	3375	11.9981%	16.5509%	15.4771%	48646	314309	405448	-4140	0			8.5509%			0				43754	405686								0	0	0		0		5130	15.4771%	1	0	44744	138	100	0	-4140	0	0	0		0	48646	0	0	48646	0	0	0	0	0	0	0	0	0	3375	0	238	0			
553038																																																																																				261805	0				11.1957%			29042		259404	-185	0						0	0	0	0	19896	261072	0	0.0000%	22219	0	1140	23359	8.9223%	0	0	0	0	1		10814		1	0	30525	1668	0	0	-185	0	0	0		0	29042	0	0	29042	0	0	0	0	0	0						1668	0	0		
553926																																																																																						21836	1414	1414	9.2839%	16.2752%	15.2213%	20422	134167	219972	-6060	0			8.2752%			0				19253	221203								0	0	0		0		2400	15.2213%	1	0	15593	1231	0	0	-6060	0	0	0		0	20422	0	0	20422	0	0	0	0	0	0	0	0	0	1414	0	1231	0			
553944																																																																																						61902	3407	3407	13.5531%	22.7935%	21.5390%	58495	271577	431599	-5461	0			14.7935%			0				39656	432507								0	0	0		0		19747	21.5390%	1	0	53942	903	5	0	-5461	0	0	0		0	58495	0	0	58495	0	0	0	0	0	0	0	0	0	3407	0	908	0			
554268																																																																																						28932	140	140	19.4485%	34.6416%	34.4740%	28792	83518	148042	-5952	0			26.6416%			0				22492	148042								0	0	0		0		6300	34.4740%	1	0	22840	0	0	0	-5952	0	0	0		0	28792	0	0	28792	0	0	0	0	0	0	0	0	0	140	0	0	0			
554343																																																																																				198886	0				14.0793%			29743		211254	-4681	0						0	0	0	0	24743	211254	0	0.0000%	26355	0	130	26485	13.3167%	0	0	0	0	1		5000		1	0	25062	0	0	0	-4681	0	0	0		0	29743	0	0	29743	0	0	0	0	0	0						0	0	0		
554857																																																																																						216440	17561	17561	9.4283%	14.7595%	13.5620%	198879	1466442	2109388	-74074	0			6.7595%			0				98879	2109388								0	0	0		0		100000	13.5620%	1	0	124805	0	0	0	-20694	0	0	-53380		0	198879	0	0	198879	0	0	0	0	0	0	0	0	0	17561	0	0	0			
555256																																																																																						17145	1264	1264	10.1920%	17.0029%	15.7493%	15881	100836	155819	-683	0			9.0029%			0				8709	155819								0	0	0		0		7172	15.7493%	1	0	15198	0	0	0	-683	0	0	0		0	15881	0	0	15881	0	0	0	0	0	0	0	0	0	1264	0	0	0			
556011																																																																																						55032	3329	3329	8.5742%	11.2452%	10.5650%	51703	489382	603009	-18040	0			3.2452%			0				47844	603009								0	0	0		0		3859	10.5650%	1	0	33663	0	0	0	-18040	0	0	0		0	51703	0	0	51703	0	0	0	0	0	0	0	0	0	3329	0	0	0			
556459																																																																																						70597	5607	5607	9.1555%	15.0333%	13.8393%	64990	469603	709849	-26408	0			7.0333%			0				48476	727883								0	0	0		0		34548	13.8393%	1	0	56616	18034	0	0	-26408	0	0	0		0	64990	0	0	64990	0	0	0	0	0	0	0	0	0	5607	0	18034	0			
556815																																																																																						286503	21672	21672	11.8263%	15.8767%	14.6757%	264831	1804552	2239335	-33592	0			7.8767%			0				169966	2241636								0	0	0		0		97166	14.6757%	1	0	233540	2301	0	0	-33592	0	0	0		0	264831	0	0	264831	0	0	0	0	0	0	0	0	0	21672	0	2301	0			
556936																																																																																				343515	0				9.4872%			32432		341850	-4392	0						0	0	0	0	28874	341850	0	0.0000%	58690	0	588	59278	17.2563%	0	0	0	0	1		3558		1	0	28040	0	0	0	-4392	0	0	0		0	32432	0	0	32432	0	0	0	0	0	0						0	0	127		
557317																																																																																						267538	19128	19128	9.1718%	11.0944%	10.3012%	248410	2411462	2708423	-3582	0			3.0944%			1				35108	2788471								0	0	0		0		293350	10.3012%	1	0	324876	58806	17923	3319	-3582	0	0	0		0	248410	0	0	248410	0	0	0	0	0	0	0	0	0	19128	0	80048	0			
557438																																																																																				187531	0				11.6459%			21947		188453	-105	0						1	0	0	0	18072	188453	0	0.0000%	16210	0	508	16718	8.9148%	0	0	0	0	1		3875		1	0	21842	0	0	0	-105	0	0	0		0	21947	0	0	21947	0	0	0	0	0	0						0	0	0		
557858																																																																																						759970	56900	56900	9.3103%	13.5557%	12.5407%	703070	5606286	7551525	-369787	-22388			5.5557%			0				611750	7544394								0	0	0		0		106577	12.5407%	1	0	348540	14000	1257	0	-347399	0	-22388	0		0	703070	0	0	703070	0	0	0	0	0	0	0	0	0	56900	0	15257	0			
559179																																																																																				43047	0				22.2792%			9204		41312	-649	0						0	0	0	0	9204	41312	0	0.0000%	5012	0	0	5012	11.6431%	0	0	0	0	1		0		1	0	8555	0	0	0	-649	0	0	0		0	9204	0	0	9204	0	0	0	0	0	0						0	0	0		
560214																																																																																				89420	0				11.7948%			10474		88802	-6148	0						1	0	0	0	9474	88802	0	0.0000%	5882	0	0	5882	6.5779%	0	0	0	0	1		1000		1	0	4326	0	0	0	-6148	0	0	0		0	10474	0	0	10474	0	0	0	0	0	0						0	0	0		
560353																																																																																						26264	375	375	10.2794%	44.1776%	43.5468%	25889	59451	251853	-27118	0			36.1776%			0				25449	251853								0	0	0		0		440	43.5468%	1	0	-1229	0	0	0	-27118	0	0	0		0	25889	0	0	25889	0	0	0	0	0	0	0	0	0	375	0	0	0			
560438																																																																																				77675	0				13.2371%			9960		75243	-3324	0						0	0	0	0	9760	75243	0	0.0000%	2396	0	692	3088	3.9755%	0	0	0	0	1		200		1	0	6636	0	0	0	-3324	0	0	0		0	9960	0	0	9960	0	0	0	0	0	0						0	0	0		
560830																																																																																				109551	0				10.4536%			11535		110345	-2727	0						0	0	0	0	10085	111119	0	0.0000%	3266	0	0	3266	2.9813%	0	0	0	0	1		2224		1	0	9582	774	0	0	-2727	0	0	0		0	11535	0	0	11535	0	0	0	0	0	0						774	0	0		
561145																																																																																				575269	0				12.1681%			72274		593965	-5298	0						0	0	0	0	68229	594169	0	0.0000%	5502	0	9149	14651	2.5468%	0	0	0	0	1		4249		1	0	67180	0	204	0	-5298	0	0	0		0	72274	0	0	72274	0	0	0	0	0	0						204	0	0		
561574																																																																																						117858	12225	18152	9.3085%	12.0777%	10.2175%	99706	975833	1071132	-9325	0			4.0777%			0				69651	1078700								0	0	0		0		37623	10.2175%	1	0	97949	4119	3449	0	-9325	0	0	0		0	99706	0	0	99706	0	0	0	0	0	0	5927	0	0	18152	0	7568	0			
561659																																																																																						142621	10676	10676	9.5056%	16.7067%	15.4561%	131945	853674	1388080	-30918	0			8.7067%			1				108922	1388495								0	0	0		0		23438	15.4561%	1	0	101442	415	0	0	-30918	0	0	0		0	131945	0	0	131945	0	0	0	0	0	0	0	0	0	10676	0	415	0			
561864																																																																																				657865	0				11.3348%			77100		680208	-10740	0						1	0	0	0	34119	680208	0	0.0000%	121774	0	1372	123146	18.7190%	0	0	0	0	1		42539		1	0	65918	0	0	0	-10740	0	0	0		0	76658	0	0	76658	0	0	442	442	0	442						0	0	0		
562058																																																																																				576414	0				8.8949%			51446		578374	-11362	0						0	0	0	0	45246	578374	0	0.0000%	65292	0	982	66274	11.4976%	0	0	0	0	1		6200		1	0	40084	0	0	0	-11362	0	0	0		0	51446	0	0	51446	0	0	0	0	0	0						0	0	20089		
563233																																																																																						36292	1508	1508	9.7023%	18.3450%	17.5828%	34784	197830	358512	-10934	0			10.3450%			0				17307	358812								0	0	0		0		17777	17.5828%	1	0	24150	0	0	300	-10934	0	0	0		0	34784	0	0	34784	0	0	0	0	0	0	0	0	0	1508	0	300	0			
563336																																																																																				152985	0				10.0587%			15276		151868	-4349	0						0	0	0	0	14476	151868	0	0.0000%	8191	0	0	8191	5.3541%	0	0	0	0	1		800		1	0	10927	0	0	0	-4349	0	0	0		0	15276	0	0	15276	0	0	0	0	0	0						0	0	0		
563457																																																																																				94763	0				16.1424%			15104		93567	-452	0						0	0	0	0	15053	94016	0	0.0000%	0	0	82	82	0.0865%	0	0	0	0	1		500		1	0	15101	449	0	0	-452	0	0	0		0	15104	0	0	15104	0	0	0	0	0	0						449	0	3033		
563934																																																																																				60890	0				12.2023%			7505		61505	-105	0						0	0	0	0	6605	61505	0	0.0000%	3583	0	26	3609	5.9271%	0	0	0	0	1		900		1	0	7400	0	0	0	-105	0	0	0		0	7505	0	0	7505	0	0	0	0	0	0						0	0	0		
564052																																																																																				302783	0				49.5617%			150385		303430	0	0						0	0	0	0	129862	303430	0	0.0000%	41824	0	1289	43113	14.2389%	0	0	0	0	1		20523		1	0	150385	0	0	0	0	0	0	0		0	150385	0	0	150385	0	0	0	0	0	0						0	0	0		
564324																																																																																						73680	4845	4845	8.0070%	15.1272%	14.1324%	68835	487071	859689	-31285	0			7.1272%			0				67435	859689								0	0	0		0		1400	14.1324%	1	0	37550	0	0	0	-31285	0	0	0		0	68835	0	0	68835	0	0	0	0	0	0	0	0	0	4845	0	0	0			
564463																																																																																				317708	0				11.3415%			35381		311961	-14615	0						0	0	0	0	29207	311961	0	0.0000%	18901	0	117	19018	5.9860%	0	0	0	0	1		6174		1	0	20766	0	0	0	-14615	0	0	0		0	35381	0	0	35381	0	0	0	0	0	0						0	0	0		
564557			274011	14764	14764	12.2818%	21.4215%	20.2673%	259247	1279138	2110824	-43876	-43876			13.4215%						190832	2066948								0	0	0		68415	20.2673%	0	215371	0	0	0	-43876	0	0	0		0	259247	0	0	259247	0	0	0	0	0	0	0	0	0	14764	0	0	0																																						0																	0				1																															
564678																																																																																						13062	776	776	7.7401%	13.6114%	12.8027%	12286	95964	158732	-696	0			5.6114%			0				12559	159005								0	0	0		0		0	12.8027%	1	0	11863	0	0	273	-696	0	0	0		0	12286	0	0	12286	0	0	0	0	0	0	0	0	0	776	0	273	0			
564838																																																																																						23823	1249	1249	11.5690%	20.0728%	19.0204%	22574	118683	195125	-8040	0			12.0728%			0				15703	195125								0	0	0		0		6871	19.0204%	1	0	14534	0	0	0	-8040	0	0	0		0	22574	0	0	22574	0	0	0	0	0	0	0	0	0	1249	0	0	0			
564977																																																																																						244047	5118	5118	10.8536%	27.1144%	26.5458%	238929	900063	2201388	-6732	0			19.1144%			0				132686	2201388								0	0	0		0		106243	26.5458%	1	0	232197	0	0	0	-2266	0	-4466	0		0	238929	0	0	238929	0	0	0	0	0	0	0	0	0	5118	0	0	0			
565143																																																																																						37349	647	647	11.4785%	15.8346%	15.5603%	36702	235869	319745	-7481	0			7.8346%			0				31702	319745								0	0	0		0		5000	15.5603%	1	0	29221	0	0	0	-7481	0	0	0		0	36702	0	0	36702	0	0	0	0	0	0	0	0	0	647	0	0	0			
565170																																																																																				173198	0				36.0266%			62517		173530	0	0						0	0	0	0	62517	173530	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1		0		1	0	62517	0	0	0	0	0	0	0		0	62517	0	0	62517	0	0	0	0	0	0						0	0	5915		
565536																																																																																				158226	0				12.0663%			18217		150974	-4538	0						0	0	0	0	12521	153570	0	0.0000%	17540	0	0	17540	11.0854%	0	0	0	0	1		8292		1	0	16275	2596	0	0	-4538	0	0	0		0	18217	0	0	18217	0	0	0	0	0	0						2596	0	0		
565750																																																																																				1088007	0				12.5469%			135265		1078073	-1969	0						0	0	0	0	114555	1078073	0	0.0000%	218153	0	7344	225497	20.7257%	0	0	0	0	1		20710		1	0	133296	0	0	0	-1969	0	0	0		0	135265	0	0	135265	0	0	0	0	0	0						0	0	69211		
565844																																																																																						13660	774	774	8.8936%	19.7859%	18.6648%	12886	69039	144891	-3108	0			11.7859%			0				11737	144891								0	0	0		0		1149	18.6648%	1	0	9778	0	0	0	-3108	0	0	0		0	12886	0	0	12886	0	0	0	0	0	0	0	0	0	774	0	0	0			
566056																																																																																						40164	2254	2254	12.6836%	16.3420%	15.4249%	37910	245772	298889	-6541	0			8.3420%			0				24477	300754								0	0	0		0		15298	15.4249%	1	0	33234	485	1380	0	-4600	0	0	-1941		0	37910	0	0	37910	0	0	0	0	0	0	0	0	0	2254	0	1865	0			
566243																																																																																				304682	0				10.9103%			33960		311265	-2231	0						0	0	0	0	27135	311265	0	0.0000%	28692	0	150	28842	9.4663%	0	0	0	0	1		6825		1	0	31729	0	0	0	-2231	0	0	0		0	33960	0	0	33960	0	0	0	0	0	0						0	0	0		
567240																																																																																				246823	0				12.5743%			30720		244308	-1720	0						0	0	0	0	19720	244308	0	0.0000%	10750	0	22	10772	4.3643%	0	0	0	0	1		11000		1	0	29000	0	0	0	-1720	0	0	0		0	30720	0	0	30720	0	0	0	0	0	0						0	0	0		
567679																																																																																						21585	1468	1468	8.2290%	12.5656%	11.7110%	20117	171779	244465	0	0			4.5656%			0				20348	244465								0	0	0		0		-231	11.7110%	1	0	20117	0	0	0	0	0	0	0		0	20117	0	0	20117	0	0	0	0	0	0	0	0	0	1468	0	0	0			
567736																																																																																				166610	0				9.3023%			15389		165433	-3061	0						0	0	0	0	7568	165433	0	0.0000%	10939	0	307	11246	6.7499%	0	0	0	0	1		7821		1	0	12328	0	0	0	-3061	0	0	0		0	15389	0	0	15389	0	0	0	0	0	0						0	0	0		
568126																																																																																				396117	0				13.8699%			54877		395656	-15895	0						0	0	0	0	53776	395656	0	0.0000%	37718	0	2040	39758	10.0369%	0	0	0	0	1		1101		1	0	38982	0	0	0	-15895	0	0	0		0	54877	0	0	54877	0	0	0	0	0	0						0	0	0		
568135																																																																																						28748	2655	2655	8.0981%	12.3437%	11.2037%	26093	232896	322211	-7824	0			4.3437%			1				19093	322211								0	0	0		0		7000	11.2037%	1	0	18269	0	0	0	-7824	0	0	0		0	26093	0	0	26093	0	0	0	0	0	0	0	0	0	2655	0	0	0			
