"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
1669																																																																																				454086	0				11.8309%			53709		453973	-3830	0						0	0	0	0	52109	453973	0	0.0000%	21334	0	18673	40007	8.8104%	0	0	0	0	1		1600		1	0	49879	0	0	0	-3830	0	0	0		0	53709	0	0	53709	0	0	0	0	0	0						0	0	0		
1856																																																																																				43021	0				15.3784%			6516		42371	-133	0						0	0	0	0	382	42469	0	0.0000%	2652	0	0	2652	6.1644%	0	0	0	0	1		6232		1	0	6481	98	0	0	-133	0	0	0		0	6516	0	0	6516	0	0	0	0	0	0						98	0	0		
2161																																																																																				376154	0				10.4049%			38690		371843	-10957	0						0	0	0	0	17214	371843	0	0.0000%	18608	0	253	18861	5.0142%	0	0	0	0	1		21476		1	0	27733	0	0	0	-10828	-129	0	0		0	38690	0	0	38690	0	0	0	0	0	0						0	0	0		
2732																																																																																				705645	0				16.7624%			118388		706271	-189	0						0	0	0	0	113711	707383	0	0.0000%	75699	0	2332	78031	11.0581%	0	0	0	0	1		5789		1	0	119311	0	1112	0	-189	0	0	0		0	118388	0	0	118388	0	0	0	0	0	0						1112	0	3497		
2750																																																																																						9330	528	528	12.4126%	17.5159%	16.5246%	8802	53266	70912	-980	0			9.5159%			0				691	70912								0	0	0		0		8111	16.5246%	1	0	7822	0	0	0	-980	0	0	0		0	8802	0	0	8802	0	0	0	0	0	0	0	0	0	528	0	0	0			
3252																																																																																						46918	1801	1801	12.3144%	32.9212%	31.6575%	45117	142516	366376	-2517	0			24.9212%			0				44617	366376								0	0	0		0		500	31.6575%	1	0	42600	0	0	0	-2517	0	0	0		0	45117	0	0	45117	0	0	0	0	0	0	0	0	0	1801	0	0	0			
3458																																																																																						6640	650	650	7.6520%	12.2836%	11.0811%	5990	54056	78280	-1576	0			4.2836%			0				4789	78280								0	0	0		0		1201	11.0811%	1	0	4414	0	0	0	-1576	0	0	0		0	5990	0	0	5990	0	0	0	0	0	0	0	0	0	650	0	0	0			
3720																																																																																				421785	0				12.1209%			50918		420085	-5596	0						0	0	0	0	35223	420085	0	0.0000%	18147	0	143	18290	4.3363%	0	0	0	0	1		15695		1	0	45322	0	0	0	-5596	0	0	0		0	50918	0	0	50918	0	0	0	0	0	0						0	0	0		
3971																																																																																						141809	11154	11154	11.6550%	15.9353%	14.6819%	130655	889904	1121021	-10829	0			7.9353%			0				19421	1128774								0	0	0		0		118987	14.6819%	1	0	127579	5263	1755	735	-10829	0	0	0		0	130655	0	0	130655	0	0	0	0	0	0	0	0	0	11154	0	7753	0			
4156																																																																																				258530	0				8.4970%			21894		257666	-4352	0						0	0	0	0	15820	259449	0	0.0000%	19920	0	300	20220	7.8211%	0	0	0	0	1		7857		1	0	19325	1783	0	0	-4352	0	0	0		0	21894	0	0	21894	0	0	0	0	0	0						1783	0	0		
4231																																																																																				168881	0				14.9224%			24690		165456	-3639	0						0	0	0	0	12093	165459	0	0.0000%	12418	0	0	12418	7.3531%	0	0	0	0	1		12600		1	0	21054	0	0	3	-3639	0	0	0		0	24690	0	0	24690	0	0	0	0	0	0						3	0	1538		
5069																																																																																						240341	6519	6519	44.0325%	46.8307%	45.5605%	233822	513212	531022	325	0			38.8307%			0				225193	531022								0	0	0		0		8629	45.5605%	1	0	234147	0	0	0	325	0	0	0		0	233822	0	0	233822	0	0	0	0	0	0	0	0	0	6519	0	0	0			
5135																																																																																						122482	5767	5767	17.5953%	26.6033%	25.3507%	116715	460401	663330	-259	0			18.6033%			0				92715	664372								0	0	0		0		25042	25.3507%	1	0	117498	1042	0	0	-259	0	0	0		0	116715	0	0	116715	0	0	0	0	0	0	0	0	0	5767	0	1042	0			
5210																																																																																						360445	24682	24682	11.5019%	14.5745%	13.5765%	335763	2473119	2919205	-35318	-3508			6.5745%			1				210154	2986723								0	0	0		0		196635	13.5765%	1	0	371471	56065	14961	0	-31810	0	-3508	0		0	335763	0	0	335763	0	0	0	0	0	0	0	0	0	24682	0	71026	0			
5461																																																																																						92618	6714	6714	10.5872%	17.2537%	16.0029%	85904	536802	811394	-17608	0			9.2537%			0				79640	811430								0	0	0		0		6300	16.0029%	1	0	68332	0	36	0	-1690	0	0	-15918		0	85904	0	0	85904	0	0	0	0	0	0	0	0	0	6714	0	36	0			
5751																																																																																				318408	0				13.0087%			41202		316726	-6857	0						0	0	0	0	32803	317679	0	0.0000%	33208	0	1028	34236	10.7522%	0	0	0	0	1		9352		1	0	35298	953	0	0	-6857	0	0	0		0	41202	0	0	41202	0	0	0	0	0	0						953	0	102		
6039																																																																																				555412	0				9.2854%			50120		539773	-78	0						0	0	0	0	19083	539773	0	0.0000%	31083	0	467	31550	5.6805%	0	0	0	0	1		31037		1	0	50042	0	0	0	-78	0	0	0		0	50120	0	0	50120	0	0	0	0	0	0						0	0	15412		
6329																																																																																						205619	20748	20748	9.1608%	12.4775%	11.2184%	184871	1647920	2018070	-14564	0			4.4775%			0				143878	2022077								0	0	0		0		45000	11.2184%	1	0	174314	0	0	4007	-14564	0	0	0		0	184871	0	0	184871	0	0	0	0	0	0	0	0	0	20748	0	4007	0			
7009																																																																																						122209	0	0	13.5410%	44.3419%	44.3419%	122209	275606	902510	-845	0			36.3419%			0				121157	902510								0	0	0		0		1052	44.3419%	1	0	121364	0	0	0	-845	0	0	0		0	122209	0	0	122209	0	0	0	0	0	0	0	0	0	0	0	0	0			
7045																																																																																						29840	1192	1192	9.0245%	19.8772%	19.0831%	28648	150122	317447	-11216	0			11.8772%			0				26223	317447								0	0	0		0		2425	19.0831%	1	0	17432	0	0	0	-11216	0	0	0		0	28648	0	0	28648	0	0	0	0	0	0	0	0	0	1192	0	0	0			
7072																																																																																						43478	3435	3435	8.8129%	13.3301%	12.2769%	40043	326165	454370	-3064	0			5.3301%			0				42050	460437								0	0	0		0		4060	12.2769%	1	0	43046	5478	589	0	-3173	0	109	0		0	40043	0	0	40043	0	0	0	0	0	0	0	0	0	3435	0	6067	0			
7456																																																																																						14002	1193	1193	9.4476%	12.7452%	11.6593%	12809	109861	135580	-1742	0			4.7452%			0				5809	135580								0	0	0		0		7000	11.6593%	1	0	11067	0	0	0	-1742	0	0	0		0	12809	0	0	12809	0	0	0	0	0	0	0	0	0	1193	0	0	0			
7634																																																																																				89607	0				12.5744%			11402		90676	-1365	0						0	0	0	0	3142	90676	0	0.0000%	571	0	0	571	0.6372%	0	0	0	0	1		8260		1	0	10037	0	0	0	-1365	0	0	0		0	11402	0	0	11402	0	0	0	0	0	0						0	0	1180		
8462																																																																																				193725	0				16.7218%			31868		190578	-5944	0						0	0	0	0	31168	190578	0	0.0000%	209	0	425	634	0.3273%	0	0	0	0	1		700		1	0	25924	0	0	0	-5944	0	0	0		0	31868	0	0	31868	0	0	0	0	0	0						0	0	7538		
8631																																																																																				76551	0				9.9239%			7446		75031	-853	0						0	0	0	0	6146	75031	0	0.0000%	2613	0	145	2758	3.6028%	0	0	0	0	1		1300		1	0	6593	0	0	0	-853	0	0	0		0	7446	0	0	7446	0	0	0	0	0	0						0	0	0		
9357																																																																																				524035	0				16.0492%			79652		496298	-556	0						0	0	0	0	53415	526721	0	0.0000%	22922	0	1336	24258	4.6291%	0	0	0	0	1		56660		1	0	109519	28667	1756	0	-556	0	0	0		0	79652	0	0	79652	0	0	0	0	0	0						30423	0	335524		
9553																																																																																						26719	1450	1450	10.6102%	15.5537%	14.7096%	25269	171786	238158	-4652	0			7.5537%			0				23169	238158								0	0	0		0		2100	14.7096%	1	0	20617	0	0	0	-4652	0	0	0		0	25269	0	0	25269	0	0	0	0	0	0	0	0	0	1450	0	0	0			
9807																																																																																						359581	28639	28639	11.6899%	15.7126%	14.4612%	330942	2288485	2831007	-4625	0			7.7126%			0				198670	2831007								0	0	0		0		132272	14.4612%	1	0	326317	0	0	0	-4625	0	0	0		0	330942	0	0	330942	0	0	0	0	0	0	0	0	0	28639	0	0	0			
9955																																																																																				235424	0				12.9059%			31265		242254	-2252	0						0	0	0	0	28132	242254	0	0.0000%	5321	0	8	5329	2.2636%	0	0	0	0	1		3133		1	0	29013	0	0	0	-2252	0	0	0		0	31265	0	0	31265	0	0	0	0	0	0						0	0	14899		
10250																																																																																						66961	4708	4708	8.7704%	15.0476%	13.9896%	62253	444996	709808	-23204	0			7.0476%			0				22253	709808								0	0	0		0		40000	13.9896%	1	0	39049	0	0	0	-15242	0	0	-7962		0	62253	0	0	62253	0	0	0	0	0	0	0	0	0	4708	0	0	0			
10849																																																																																				306220	0				10.8328%			33111		305655	-4192	0						0	0	0	0	18414	306349	0	0.0000%	23655	0	0	23655	7.7248%	0	0	0	0	1		15391		1	0	29613	694	0	0	-4192	0	0	0		0	33111	0	0	33111	0	0	0	0	0	0						694	0	0		
11145																																																																																						56209	3945	3945	11.5831%	17.8722%	16.6179%	52264	314505	451209	-12770	0			9.8722%			0				26714	451659								0	0	0		0		26000	16.6179%	1	0	39944	450	0	0	-12770	0	0	0		0	52264	0	0	52264	0	0	0	0	0	0	0	0	0	3945	0	450	0			
11640																																																																																				399582	0				12.2318%			48580		397161	-11216	0						0	0	0	0	3985	397161	0	0.0000%	75467	0	502	75969	19.0121%	0	0	0	0	1		44595		1	0	37364	0	0	0	-11216	0	0	0		0	48580	0	0	48580	0	0	0	0	0	0						0	0	0		
11837																																																																																						17962	1171	1171	9.5264%	18.1400%	16.9574%	16791	99019	176258	-4378	0			10.1400%			0				4791	176258								0	0	0		0		12000	16.9574%	1	0	12413	0	0	0	-4378	0	0	0		0	16791	0	0	16791	0	0	0	0	0	0	0	0	0	1171	0	0	0			
12030																																																																																						109811	5928	5928	15.1341%	23.5755%	22.3028%	103883	465785	686417	-296	0			15.5755%			0				103283	686417								0	0	0		0		600	22.3028%	1	0	103587	0	0	0	-296	0	0	0		0	103883	0	0	103883	0	0	0	0	0	0	0	0	0	5928	0	0	0			
12142																																																																																				331524	0				10.9470%			35462		323942	-15174	0						0	0	0	0	9962	323942	0	0.0000%	1498	0	260	1758	0.5303%	0	0	0	0	1		25500		1	0	20288	0	0	0	-9323	0	-353	-5498		0	35462	0	0	35462	0	0	0	0	0	0						0	0	25282		
12311			20621155	1803886	2503127	8.9851%	14.3464%	12.6049%	18118028	143737475	201644455	-2412736	0			6.3464%						3877545	206979181								0	0	0		18371313	11.7598%	0	19836122	5211568	76931	46228	-2061278	-90431	-201491	-48674		0	16903269	0	0	16903269	780000	0	434759	1214759	0	1214759	699241	0	0	2503127	0	5334726	0																																						0																	0				1																															
12647																																																																																				210120	0				11.6911%			24450		209133	0	0						0	0	0	0	6556	209206	0	0.0000%	20400	0	1139	21539	10.2508%	0	0	0	0	1		17967		1	0	24523	0	73	0	0	0	0	0		0	24450	0	0	24450	0	0	0	0	0	0						73	0	0		
12946																																																																																						306297	31214	31214	9.0086%	12.2911%	11.0386%	275083	2492015	3053568	-70325	0			4.2911%			0				213420	3087089								0	0	0		0		95184	11.0386%	1	0	238279	25195	8326	0	-70325	0	0	0		0	275083	0	0	275083	0	0	0	0	0	0	0	0	0	31214	0	33521	0			
13103																																																																																						459560	25401	25401	14.2165%	19.5715%	18.4897%	434159	2348107	3053899	-13324	-22810			11.5715%			0				417195	3048644								0	0	0		0		34519	18.4897%	1	0	438390	14250	3305	0	-36134	0	22810	0		0	434159	0	0	434159	0	0	0	0	0	0	0	0	0	25401	0	17555	0			
13251																																																																																						9450	748	748	12.4606%	15.7860%	14.5365%	8702	59863	69836	-196	0			7.7860%			0				4702	69836								0	0	0		0		4000	14.5365%	1	0	8506	0	0	0	-196	0	0	0		0	8702	0	0	8702	0	0	0	0	0	0	0	0	0	748	0	0	0			
13457																																																																																				88415	0				15.8728%			13577		85536	6	0						0	0	0	0	-399	86110	0	0.0000%	16049	0	0	16049	18.1519%	0	0	0	0	1		14550		1	0	14157	0	574	0	6	0	0	0		0	13577	0	0	13577	0	0	0	0	0	0						574	0	0		
14155																																																																																				423442	0				10.5778%			44146		417345	-115	0						0	0	0	0	43810	417345	0	0.0000%	2809	0	824	3633	0.8580%	0	0	0	0	1		336		1	0	44031	0	0	0	-115	0	0	0		0	44146	0	0	44146	0	0	0	0	0	0						0	0	16749		
14650																																																																																				118675	0				10.3659%			11288		108895	0	0						0	0	0	0	7065	108895	0	0.0000%	18003	0	4080	22083	18.6080%	0	0	0	0	1		4223		1	0	11288	0	0	0	0	0	0	0		0	11288	0	0	11288	0	0	0	0	0	0						0	0	342		
14753																																																																																				56816	0				11.2780%			6616		58663	-520	0						0	0	0	0	5039	58663	0	0.0000%	6745	0	0	6745	11.8717%	0	0	0	0	1		1577		1	0	6096	0	0	0	-520	0	0	0		0	6616	0	0	6616	0	0	0	0	0	0						0	0	0		
14865																																																																																				897525	0				10.5936%			93692		884422	-2551	0						0	500	0	0	82239	885231	0	0.0000%	30845	0	3357	34202	3.8107%	0	0	0	0	1		12262		1	0	91950	0	604	205	-2551	0	0	0		0	93692	0	0	93692	0	0	0	0	0	0						809	0	191553		
14977																																																																																				60102	0				19.1053%			11394		59638	-9	0						0	0	0	0	11410	59657	0	0.0000%	12452	0	0	12452	20.7181%	0	0	0	0	1		0		1	0	11401	0	19	0	-12	0	0	0		0	11394	0	0	11394	0	0	0	0	0	0						19	0	0		
16551																																																																																				463220	0				9.9392%			45816		460964	-3964	0						0	0	0	0	28249	463397	0	0.0000%	37106	0	43	37149	8.0197%	0	0	0	0	1		20000		1	0	44285	2433	0	0	-3964	0	0	0		0	45816	0	0	45816	0	0	0	0	0	0						2433	0	0		
17110																																																																																				183525	0				19.8501%			36380		183274	0	0						0	0	0	0	29094	183274	0	0.0000%	0	0	2318	2318	1.2630%	0	0	0	0	1		7286		0	0	36380	0	0	0					0	0	36380	0	0	36380	0	0	0	0	0	0						0	0	142921		
17147																																																																																						1989507	192953	192953	10.1041%	12.9021%	11.6508%	1796554	15420021	17780468	-188434	0			4.9021%			0				826166	18504846								0	0	0		0		1694766	11.6508%	1	0	2332498	709668	14159	551	-190038	0	1604	0		0	1796554	0	0	1796554	0	0	0	0	0	0	0	0	0	192953	0	724378	0			
